sizes5	Scott_Symons	0.5366245694603904
xclara	point_biserial	0.4541279615906483
zoo	Scott_Symons	0.3387746581776433
square2	c_index	0.31005114288696384
tetra	point_biserial	0.3526354242772154
hepta	Banfeld_Raferty	0.3572695960755663
smile2	Ratkowsky_Lance	0.18392652123995412
R15	Davies_Bouldin	0.21198204780294333
threenorm	point_biserial	0.3156455484813694
wingnut	c_index	0.3077966809310093
smile3	Davies_Bouldin	0.36779041853668726
pathbased	c_index	0.1973697943847198
lsun	Scott_Symons	0.4356747729882059
long2	McClain_Rao	0.16221688759002195
glass	c_index	0.10727481473750132
spiralsquare	modified_hubert_t	0.3344744807431375
zelnik6	modified_hubert_t	0.42340048011689807
simplex	Banfeld_Raferty	0.25882475733222005
sizes4	modified_hubert_t	0.33551821313015345
iono	Ratkowsky_Lance	0.21853668719340366
xor	c_index	0.3917545141425739
sizes2	point_biserial	0.36407473123891043
square4	modified_hubert_t	0.268301847406325
flame	point_biserial	0.44615384615384623
long3	McClain_Rao	0.3583133284625823
shapes	s_dbw	0.2914727063980796
impossible	point_biserial	0.372090595971193
zelnik2	SDBW	0.37325957624465095
spherical_5_2	Banfeld_Raferty	0.2270117941759733
pmf	s_dbw	0.34841874543367085
triangle1	s_dbw	0.276860452979856
twenty	Ray_Turi	0.22304561110531262
spherical_6_2	Ratkowsky_Lance	0.2381171067738232
fourty	PBM_index	0.2931009289218245
rings	PBM_index	0.31556204989040815
tae	PBM_index	0.2650454023588352
zelnik1	Banfeld_Raferty	0.1436384511011377
long1	Banfeld_Raferty	0.2686358417701702
sizes1	modified_hubert_t	0.2923911908986536
longsquare	McClain_Rao	0.32988205824026723
square3	Banfeld_Raferty	0.3225759315311555
thy	Ratkowsky_Lance	0.16639181713808582
triangle2	Ratkowsky_Lance	0.2867550360087674
sonar	IIndex	0.28249660786974223
spherical_4_3	point_biserial	0.47345788539818406
heart-statlog	PBM_index	0.17286295793758483
smile1	SDBW	0.2685523431792089
target	McClain_Rao	0.39167101555161266
sizes3	modified_hubert_t	0.3351842187663084
haberman	Ratkowsky_Lance	0.3314685314685315
twodiamonds	point_biserial	0.39359148314372205
zelnik3	McClain_Rao	0.24070556309362284
hypercube	Banfeld_Raferty	0.31560379918588877
jain	Banfeld_Raferty	0.3763907734056989
zelnik5	modified_hubert_t	0.2307692307692308
iris	s_dbw	0.3875378352990294
gaussians1	point_biserial	0.4925373134328359
zelnik4	point_biserial	0.5000521866193509
spiral	Ratkowsky_Lance	0.31447656820791153
segment	Scott_Symons	0.24805343909821528
square1	modified_hubert_t	0.27807118254879454
square5	Banfeld_Raferty	0.3133075879344537
sizes2	point_biserial	0.36407473123891043
square1	modified_hubert_t	0.27807118254879454
jain	Banfeld_Raferty	0.3763907734056989
sizes3	modified_hubert_t	0.3351842187663084
heart-statlog	PBM_index	0.17286295793758483
target	McClain_Rao	0.39167101555161266
sizes4	modified_hubert_t	0.33551821313015345
twodiamonds	point_biserial	0.39359148314372205
zelnik1	Banfeld_Raferty	0.1436384511011377
gaussians1	point_biserial	0.4925373134328359
segment	Scott_Symons	0.24805343909821528
xclara	point_biserial	0.4541279615906483
square3	Banfeld_Raferty	0.3225759315311555
pmf	s_dbw	0.34841874543367085
long2	McClain_Rao	0.16221688759002195
hepta	Banfeld_Raferty	0.3572695960755663
zelnik5	modified_hubert_t	0.2307692307692308
iris	s_dbw	0.3875378352990294
square2	c_index	0.31005114288696384
flame	point_biserial	0.44615384615384623
long3	McClain_Rao	0.3583133284625823
rings	PBM_index	0.31556204989040815
zelnik6	modified_hubert_t	0.42340048011689807
R15	Davies_Bouldin	0.21198204780294333
shapes	s_dbw	0.2914727063980796
xor	c_index	0.3917545141425739
thy	Ratkowsky_Lance	0.16639181713808582
fourty	PBM_index	0.2931009289218245
square4	modified_hubert_t	0.268301847406325
smile3	Davies_Bouldin	0.36779041853668726
triangle1	s_dbw	0.276860452979856
smile1	SDBW	0.2685523431792089
spherical_4_3	point_biserial	0.47345788539818406
sizes5	Scott_Symons	0.5366245694603904
iono	Ratkowsky_Lance	0.21853668719340366
long1	Banfeld_Raferty	0.2686358417701702
tae	PBM_index	0.2650454023588352
sonar	IIndex	0.28249660786974223
spiral	Ratkowsky_Lance	0.31447656820791153
impossible	point_biserial	0.372090595971193
lsun	Scott_Symons	0.4356747729882059
pathbased	c_index	0.1973697943847198
zoo	Scott_Symons	0.3387746581776433
twenty	Ray_Turi	0.22304561110531262
spherical_6_2	Ratkowsky_Lance	0.2381171067738232
haberman	Ratkowsky_Lance	0.3314685314685315
zelnik4	point_biserial	0.5000521866193509
hypercube	Banfeld_Raferty	0.31560379918588877
glass	c_index	0.10727481473750132
simplex	Banfeld_Raferty	0.25882475733222005
spiralsquare	modified_hubert_t	0.3344744807431375
spherical_5_2	Banfeld_Raferty	0.2270117941759733
wingnut	c_index	0.3077966809310093
longsquare	McClain_Rao	0.32988205824026723
threenorm	point_biserial	0.3156455484813694
smile2	Ratkowsky_Lance	0.18392652123995412
tetra	point_biserial	0.3526354242772154
triangle2	Ratkowsky_Lance	0.2867550360087674
square5	Banfeld_Raferty	0.3133075879344537
zelnik2	SDBW	0.37325957624465095
sizes1	modified_hubert_t	0.2923911908986536
zelnik3	McClain_Rao	0.24070556309362284
