segment	['Dunns_index', 'Banfeld_Raferty', 'Davies_Bouldin']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'McClain_Rao']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'PBM_index']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'Ratkowsky_Lance']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'Ray_Turi']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'Scott_Symons']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'Xie_Beni']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'c_index']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'i_index']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'modified_hubert_t']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'point_biserial']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 's_dbw']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'silhouette']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'IIndex']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'SDBW']	0.41346414779250606	['Dunns_index', 'Banfeld_Raferty', 'calinski_harabasz_score']	0.41346414779250606
xclara	['i_index', 'Ratkowsky_Lance', 'Banfeld_Raferty']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'Banfeld_Raferty']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'Davies_Bouldin']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'Davies_Bouldin']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'Dunns_index']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'Dunns_index']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'McClain_Rao']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'McClain_Rao']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'PBM_index']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'PBM_index']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'Ray_Turi']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'Ray_Turi']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'Scott_Symons']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'Scott_Symons']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'Xie_Beni']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'Xie_Beni']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'c_index']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'c_index']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'i_index']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'modified_hubert_t']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'modified_hubert_t']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'point_biserial']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'point_biserial']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 's_dbw']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 's_dbw']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'silhouette']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'silhouette']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'IIndex']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'SDBW']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'SDBW']	0.7525519256862542	['i_index', 'Ratkowsky_Lance', 'calinski_harabasz_score']	0.7525519256862542	['IIndex', 'Ratkowsky_Lance', 'calinski_harabasz_score']	0.7525519256862542
square3	['Ray_Turi', 'Dunns_index', 'Banfeld_Raferty']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'Davies_Bouldin']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'McClain_Rao']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'PBM_index']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'Ratkowsky_Lance']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'Scott_Symons']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'Xie_Beni']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'c_index']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'i_index']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'modified_hubert_t']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'point_biserial']	0.369669136833316	['Ray_Turi', 'Dunns_index', 's_dbw']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'silhouette']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'IIndex']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'SDBW']	0.369669136833316	['Ray_Turi', 'Dunns_index', 'calinski_harabasz_score']	0.369669136833316
pmf	['Ratkowsky_Lance', 'Dunns_index', 'Banfeld_Raferty']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'Davies_Bouldin']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'McClain_Rao']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'PBM_index']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'Ray_Turi']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'Scott_Symons']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'Xie_Beni']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'c_index']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'i_index']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'modified_hubert_t']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'point_biserial']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 's_dbw']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'silhouette']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'IIndex']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'SDBW']	0.526395992067634	['Ratkowsky_Lance', 'Dunns_index', 'calinski_harabasz_score']	0.526395992067634
long2	['point_biserial', 'McClain_Rao', 'Banfeld_Raferty']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'Davies_Bouldin']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'Dunns_index']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'PBM_index']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'Ratkowsky_Lance']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'Ray_Turi']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'Scott_Symons']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'Xie_Beni']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'c_index']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'i_index']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'modified_hubert_t']	0.3989353929652438	['point_biserial', 'McClain_Rao', 's_dbw']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'silhouette']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'IIndex']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'SDBW']	0.3989353929652438	['point_biserial', 'McClain_Rao', 'calinski_harabasz_score']	0.3989353929652438
hepta	['SDBW', 's_dbw', 'Banfeld_Raferty']	0.479469783947396	['SDBW', 's_dbw', 'Davies_Bouldin']	0.479469783947396	['SDBW', 's_dbw', 'Dunns_index']	0.479469783947396	['SDBW', 's_dbw', 'McClain_Rao']	0.479469783947396	['SDBW', 's_dbw', 'PBM_index']	0.479469783947396	['SDBW', 's_dbw', 'Ratkowsky_Lance']	0.479469783947396	['SDBW', 's_dbw', 'Ray_Turi']	0.479469783947396	['SDBW', 's_dbw', 'Scott_Symons']	0.479469783947396	['SDBW', 's_dbw', 'Xie_Beni']	0.479469783947396	['SDBW', 's_dbw', 'c_index']	0.479469783947396	['SDBW', 's_dbw', 'i_index']	0.479469783947396	['SDBW', 's_dbw', 'modified_hubert_t']	0.479469783947396	['SDBW', 's_dbw', 'point_biserial']	0.479469783947396	['SDBW', 's_dbw', 'silhouette']	0.479469783947396	['SDBW', 's_dbw', 'IIndex']	0.479469783947396	['SDBW', 's_dbw', 'calinski_harabasz_score']	0.479469783947396
zelnik5	['c_index', 'PBM_index', 'Banfeld_Raferty']	0.36891764951466455	['c_index', 'PBM_index', 'Davies_Bouldin']	0.36891764951466455	['c_index', 'PBM_index', 'Dunns_index']	0.36891764951466455	['c_index', 'PBM_index', 'McClain_Rao']	0.36891764951466455	['c_index', 'PBM_index', 'Ratkowsky_Lance']	0.36891764951466455	['c_index', 'PBM_index', 'Ray_Turi']	0.36891764951466455	['c_index', 'PBM_index', 'Scott_Symons']	0.36891764951466455	['c_index', 'PBM_index', 'Xie_Beni']	0.36891764951466455	['c_index', 'PBM_index', 'i_index']	0.36891764951466455	['c_index', 'PBM_index', 'modified_hubert_t']	0.36891764951466455	['c_index', 'PBM_index', 'point_biserial']	0.36891764951466455	['c_index', 'PBM_index', 's_dbw']	0.36891764951466455	['c_index', 'PBM_index', 'silhouette']	0.36891764951466455	['c_index', 'PBM_index', 'IIndex']	0.36891764951466455	['c_index', 'PBM_index', 'SDBW']	0.36891764951466455	['c_index', 'PBM_index', 'calinski_harabasz_score']	0.36891764951466455
iris	['calinski_harabasz_score', 'PBM_index', 'Banfeld_Raferty']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'Davies_Bouldin']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'Dunns_index']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'McClain_Rao']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'Ratkowsky_Lance']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'Ray_Turi']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'Scott_Symons']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'Xie_Beni']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'c_index']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'i_index']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'modified_hubert_t']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'point_biserial']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 's_dbw']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'silhouette']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'IIndex']	0.32136520196221696	['calinski_harabasz_score', 'PBM_index', 'SDBW']	0.32136520196221696
square2	['IIndex', 'Ratkowsky_Lance', 'Banfeld_Raferty']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'Davies_Bouldin']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'Dunns_index']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'McClain_Rao']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'PBM_index']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'Ray_Turi']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'Scott_Symons']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'Xie_Beni']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'c_index']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'i_index']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'modified_hubert_t']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'point_biserial']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 's_dbw']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'silhouette']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'SDBW']	0.42578018995929445	['IIndex', 'Ratkowsky_Lance', 'calinski_harabasz_score']	0.42578018995929445
flame	['IIndex', 'Ratkowsky_Lance', 'Banfeld_Raferty']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'Davies_Bouldin']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'Dunns_index']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'McClain_Rao']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'PBM_index']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'Ray_Turi']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'Scott_Symons']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'Xie_Beni']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'c_index']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'i_index']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'modified_hubert_t']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'point_biserial']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 's_dbw']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'silhouette']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'SDBW']	0.39225550568834155	['IIndex', 'Ratkowsky_Lance', 'calinski_harabasz_score']	0.39225550568834155
long3	['modified_hubert_t', 'Ratkowsky_Lance', 'Banfeld_Raferty']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'Davies_Bouldin']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'Dunns_index']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'McClain_Rao']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'PBM_index']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'Ray_Turi']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'Scott_Symons']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'Xie_Beni']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'c_index']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'i_index']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'point_biserial']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 's_dbw']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'silhouette']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'IIndex']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'SDBW']	0.3825696691368334	['modified_hubert_t', 'Ratkowsky_Lance', 'calinski_harabasz_score']	0.3825696691368334
