dataset	n_clusters	eigen_solver	affinity	assign_labels	nmi
R15	16		rbf	kmeans	0.9861201511586667
spherical_6_2	16		rbf	kmeans	0.8018450319676036
shapes	16		rbf	kmeans	0.6998547527593735
2dnormals	16		rbf	kmeans	0.2916507439422604
dpc	16		rbf	kmeans	0.7973082223227159
twodiamonds	16		rbf	kmeans	0.4044360321449401
ds2c2sc13	16		rbf	kmeans	0.6454822835907223
donut3	16		rbf	kmeans	0.7255538125798677
simplex	16		rbf	kmeans	0.6713673786905485
2d-20c-no0	16		rbf	kmeans	0.9438712447990374
disk-5000n	16		rbf	kmeans	0.20382474755232177
DS-577	16		rbf	kmeans	0.6000033001051416
zoo	16		rbf	kmeans	0.655012549931726
square3	16		rbf	kmeans	0.5501185720601385
sonar	16		rbf	kmeans	0.14923359527091848
donut1	16		rbf	kmeans	0.6125809276114872
disk-4600n	16		rbf	kmeans	0.12109729908449486
sizes5	16		rbf	kmeans	0.793623710653042
thy	16		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	16		rbf	kmeans	0.6781415009870099
blobs	16		rbf	kmeans	0.5246267785546531
dense-disk-5000	16		rbf	kmeans	0.25455144532368273
heart-statlog	16		rbf	kmeans	0.021563275543834123
dense-disk-3000	16		rbf	kmeans	0.2506825073203882
ds3c3sc6	16		rbf	kmeans	0.5339114043423884
donut2	16		rbf	kmeans	0.023619760477932124
dartboard1	16		rbf	kmeans	0.12374406338985147
smile1	16		rbf	kmeans	0.8408181594658577
2d-10c	16		rbf	kmeans	0.4106198735094821
impossible	16		rbf	kmeans	0.6277619553924989
aml28	16		rbf	kmeans	0.6306014300086176
zelnik2	16		rbf	kmeans	0.622447541696034
banana	16		rbf	kmeans	0.48188626267163426
compound	16		rbf	kmeans	0.6167338668129483
zelnik6	16		rbf	kmeans	0.657850467193454
sizes3	16		rbf	kmeans	0.7336503506537105
spiral	16		rbf	kmeans	0.24275885613681872
sizes2	16		rbf	kmeans	0.6644092097540014
iris	16		rbf	kmeans	0.5510310396177052
hypercube	16		rbf	kmeans	0.8414870067765584
engytime	16		rbf	kmeans	0.16011170701132207
circle	16		rbf	kmeans	0.23563255730566537
longsquare	16		rbf	kmeans	0.8590799985148254
zelnik1	16		rbf	kmeans	0.5584087258808924
iono	16		rbf	kmeans	0.33005576291764016
square5	16		rbf	kmeans	0.48971661709936226
curves1	16		rbf	kmeans	0.5498765827094568
3-spiral	16		rbf	kmeans	0.5749828121732923
DS-850	16		rbf	kmeans	0.7306917272943125
rings	16		rbf	kmeans	0.522547844405827
cure-t2-4k	16		rbf	kmeans	0.6759389035583815
2d-4c-no4	16		rbf	kmeans	0.552655992671637
disk-1000n	16		rbf	kmeans	0.21641610855240095
complex9	16		rbf	kmeans	0.01196227174623301
ecoli	16		rbf	kmeans	0.5141886316901351
target	16		rbf	kmeans	0.5836348288498061
3MC	16		rbf	kmeans	0.5658601899924925
xor	16		rbf	kmeans	0.26476528621140255
xclara	16		rbf	kmeans	0.01446781519004015
cure-t0-2000n-2D	16		rbf	kmeans	0.3929653500692902
dartboard2	16		rbf	kmeans	0.04384501931295546
spherical_5_2	16		rbf	kmeans	0.6766236076754794
ds577	16		rbf	kmeans	0.5958662877178137
elliptical_10_2	16		rbf	kmeans	0.9187771861686806
wingnut	16		rbf	kmeans	0.37354108017893217
triangle2	16		rbf	kmeans	0.672657728373577
smile2	16		rbf	kmeans	0.7513269786224035
disk-4000n	16		rbf	kmeans	0.2539593861314228
jain	16		rbf	kmeans	0.3850592051948493
2d-4c	16		rbf	kmeans	0.594301530459825
long1	16		rbf	kmeans	0.5042670411692265
sizes4	16		rbf	kmeans	0.7740375441442707
curves2	16		rbf	kmeans	0.48025498690693386
square4	16		rbf	kmeans	0.5442585812672901
chainlink	16		rbf	kmeans	0.4017387380546562
ds4c2sc8	16		rbf	kmeans	0.6549265728981283
spiralsquare	16		rbf	kmeans	0.5964706501773247
gaussians1	16		rbf	kmeans	0.538377607621014
smile3	16		rbf	kmeans	0.6376964901885258
dpb	16		rbf	kmeans	0.7152510186111333
complex8	16		rbf	kmeans	0.001283554058217548
haberman	16		rbf	kmeans	0.01722150470744471
pmf	16		rbf	kmeans	0.014162889079018397
atom	16		rbf	kmeans	0.027871397821288196
zelnik5	16		rbf	kmeans	0.7439682496608503
long2	16		rbf	kmeans	0.4758285512290964
2d-4c-no9	16		rbf	kmeans	0.5981262440705498
cassini	16		rbf	kmeans	0.5372763370564146
hepta	16		rbf	kmeans	0.8458789424123673
triangle1	16		rbf	kmeans	0.5132757649156425
tae	16		rbf	kmeans	0.0744589184465449
balance-scale	16		rbf	kmeans	0.19586734452227458
twenty	16		rbf	kmeans	0.9514790177324853
threenorm	16		rbf	kmeans	0.19686467640000763
square2	16		rbf	kmeans	0.6181332890211021
flame	16		rbf	kmeans	0.3694138295229477
disk-3000n	16		rbf	kmeans	0.2122321514947204
d31	16		rbf	kmeans	0.8571075656496943
aggregation	16		rbf	kmeans	0.7587861630261329
zelnik4	16		rbf	kmeans	0.8925950946067435
2sp2glob	16		rbf	kmeans	0.5707181267001508
glass	16		rbf	kmeans	0.307457434363732
square1	16		rbf	kmeans	0.6646562403207482
2d-3c-no123	16		rbf	kmeans	0.5423007519235467
disk-4500n	16		rbf	kmeans	0.21978326706686419
sizes1	16		rbf	kmeans	0.5938981402773226
long3	16		rbf	kmeans	0.48009049230133516
cuboids	16		rbf	kmeans	0.6548046410985146
donutcurves	16		rbf	kmeans	0.5371309111452259
st900	16		rbf	kmeans	0.7111470861582215
tetra	16		rbf	kmeans	0.6646938870045038
zelnik3	17		rbf	kmeans	0.6620423409417076
spherical_4_3	17		rbf	kmeans	0.6648267276329839
fourty	17		rbf	kmeans	0.8592555806559207
lsun	17		rbf	kmeans	0.5581721918105702
diamond9	17		rbf	kmeans	0.7363413818738588
ds850	17		rbf	kmeans	0.7242671971509427
elly-2d10c13s	17		rbf	kmeans	0.5328092107074364
pathbased	17		rbf	kmeans	0.5996960481355974
R15	17		rbf	kmeans	0.9683772951234414
spherical_6_2	17		rbf	kmeans	0.7886420738384469
shapes	17		rbf	kmeans	0.6908690379728011
2dnormals	17		rbf	kmeans	0.27943152563253665
dpc	17		rbf	kmeans	0.7874094812525759
twodiamonds	17		rbf	kmeans	0.39999563925233145
ds2c2sc13	17		rbf	kmeans	0.7009841005364876
donut3	17		rbf	kmeans	0.7332029724283246
simplex	17		rbf	kmeans	0.6698003138752155
2d-20c-no0	17		rbf	kmeans	0.9584660136720521
disk-5000n	17		rbf	kmeans	0.20066979946948332
DS-577	17		rbf	kmeans	0.592214465624774
zoo	17		rbf	kmeans	0.6755698377563355
square3	17		rbf	kmeans	0.5920607580898362
sonar	17		rbf	kmeans	0.1482867368591192
donut1	17		rbf	kmeans	0.61063992342841
disk-4600n	17		rbf	kmeans	0.12095130387423195
sizes5	17		rbf	kmeans	0.7587896382052265
thy	17		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	17		rbf	kmeans	0.6412219715005045
blobs	17		rbf	kmeans	0.5111374034201341
dense-disk-5000	17		rbf	kmeans	0.24614425435186554
heart-statlog	17		rbf	kmeans	0.021563275543834123
dense-disk-3000	17		rbf	kmeans	0.258252168296188
ds3c3sc6	17		rbf	kmeans	0.5334625403004801
donut2	17		rbf	kmeans	0.02059728530315351
dartboard1	17		rbf	kmeans	0.03485995148880511
smile1	17		rbf	kmeans	0.8390529223295076
2d-10c	17		rbf	kmeans	0.6354545816036332
impossible	17		rbf	kmeans	0.688425713095096
aml28	17		rbf	kmeans	0.40178429333069005
zelnik2	17		rbf	kmeans	0.6256394399971342
banana	17		rbf	kmeans	0.4816294671245885
compound	17		rbf	kmeans	0.6317469603676644
zelnik6	17		rbf	kmeans	0.6059308379137708
sizes3	17		rbf	kmeans	0.6543321470148294
spiral	17		rbf	kmeans	0.36895536481418034
sizes2	17		rbf	kmeans	0.6772560611328787
iris	17		rbf	kmeans	0.5237686800610785
hypercube	17		rbf	kmeans	0.8397288172104249
engytime	17		rbf	kmeans	0.314981992623696
circle	17		rbf	kmeans	0.23281099508995326
longsquare	17		rbf	kmeans	0.8558920831647351
zelnik1	17		rbf	kmeans	0.5572567197990838
iono	17		rbf	kmeans	0.3311099067909365
square5	17		rbf	kmeans	0.46171083381621614
curves1	17		rbf	kmeans	0.5463102564886185
3-spiral	17		rbf	kmeans	0.566703278465273
DS-850	17		rbf	kmeans	0.7280895379153018
rings	17		rbf	kmeans	0.5135103552925742
cure-t2-4k	17		rbf	kmeans	0.6681743854860365
2d-4c-no4	17		rbf	kmeans	0.5386038554681598
disk-1000n	17		rbf	kmeans	0.20417484726528262
complex9	17		rbf	kmeans	0.011444361551448241
ecoli	17		rbf	kmeans	0.5138850176416416
target	17		rbf	kmeans	0.5746042146411361
3MC	17		rbf	kmeans	0.5570670653587266
xor	17		rbf	kmeans	0.26440171007357594
xclara	17		rbf	kmeans	0.6739879368491805
cure-t0-2000n-2D	17		rbf	kmeans	0.3920067360788046
spherical_5_2	17		rbf	kmeans	0.6826217290432948
ds577	17		rbf	kmeans	0.5961147990336539
elliptical_10_2	17		rbf	kmeans	0.9062128346808839
wingnut	17		rbf	kmeans	0.392238769126191
triangle2	17		rbf	kmeans	0.6551969205902238
smile2	17		rbf	kmeans	0.7499821795690351
disk-4000n	17		rbf	kmeans	0.2327487328095737
jain	17		rbf	kmeans	0.3683441078353568
2d-4c	17		rbf	kmeans	0.44380540239181265
long1	17		rbf	kmeans	0.4782514500674045
sizes4	17		rbf	kmeans	0.7477621503204338
curves2	17		rbf	kmeans	0.6405781075247278
square4	17		rbf	kmeans	0.47647197390009965
chainlink	17		rbf	kmeans	0.39717033253511086
ds4c2sc8	17		rbf	kmeans	0.6541471614262439
spiralsquare	17		rbf	kmeans	0.5898401138204171
gaussians1	17		rbf	kmeans	0.5300044736918451
smile3	17		rbf	kmeans	0.6365591203105698
dpb	17		rbf	kmeans	0.7449420798105629
complex8	17		rbf	kmeans	0.001283554058217548
haberman	17		rbf	kmeans	0.014530996406328649
pmf	17		rbf	kmeans	0.014162889079018397
atom	17		rbf	kmeans	0.03329850356489771
zelnik5	17		rbf	kmeans	0.7416453102854418
long2	17		rbf	kmeans	0.4702566421483379
2d-4c-no9	17		rbf	kmeans	0.5915300843632013
cassini	17		rbf	kmeans	0.5505010820943488
hepta	17		rbf	kmeans	0.8365149139195031
triangle1	17		rbf	kmeans	0.5271559809868687
tae	17		rbf	kmeans	0.12034200311689944
balance-scale	17		rbf	kmeans	0.2180113465711687
twenty	17		rbf	kmeans	0.9640454014095249
threenorm	17		rbf	kmeans	0.22861291053251304
square2	17		rbf	kmeans	0.5999305589866245
flame	17		rbf	kmeans	0.37207426394713156
disk-3000n	17		rbf	kmeans	0.21338048463510614
d31	17		rbf	kmeans	0.8667280223687486
aggregation	17		rbf	kmeans	0.7482994631439056
zelnik4	17		rbf	kmeans	0.8745301073557692
2sp2glob	17		rbf	kmeans	0.570175483777557
glass	17		rbf	kmeans	0.3135549582764354
square1	17		rbf	kmeans	0.673496646162505
2d-3c-no123	17		rbf	kmeans	0.5266698107448904
disk-4500n	17		rbf	kmeans	0.21093058378476223
sizes1	17		rbf	kmeans	0.5436061070843895
long3	17		rbf	kmeans	0.39087697171116276
cuboids	17		rbf	kmeans	0.612493880677195
donutcurves	17		rbf	kmeans	0.537039477441481
st900	17		rbf	kmeans	0.7073000345574719
tetra	17		rbf	kmeans	0.6444504951630071
zelnik3	18		rbf	kmeans	0.6474374223784162
spherical_4_3	18		rbf	kmeans	0.6526215048673423
fourty	18		rbf	kmeans	0.8676140681591288
lsun	18		rbf	kmeans	0.5529975780211239
diamond9	18		rbf	kmeans	0.7363981763926906
ds850	18		rbf	kmeans	0.6994296279381506
elly-2d10c13s	18		rbf	kmeans	0.48859246965112635
pathbased	18		rbf	kmeans	0.5331079317620153
R15	18		rbf	kmeans	0.9616935427890133
spherical_6_2	18		rbf	kmeans	0.7776423622697836
shapes	18		rbf	kmeans	0.6851486501693339
2dnormals	18		rbf	kmeans	0.25550891185037744
dpc	18		rbf	kmeans	0.7875522455964357
twodiamonds	18		rbf	kmeans	0.3945369023425071
ds2c2sc13	18		rbf	kmeans	0.647632326453976
donut3	18		rbf	kmeans	0.719443899119036
simplex	18		rbf	kmeans	0.6732070274509105
2d-20c-no0	18		rbf	kmeans	0.9695620149222092
disk-5000n	18		rbf	kmeans	0.19444261190869613
DS-577	18		rbf	kmeans	0.5838982588524144
zoo	18		rbf	kmeans	0.6922188150251868
square3	18		rbf	kmeans	0.5626221246755964
sonar	18		rbf	kmeans	0.14812788711706618
donut1	18		rbf	kmeans	0.6087144272515805
disk-4600n	18		rbf	kmeans	0.11423409084825215
sizes5	18		rbf	kmeans	0.7837483166428912
thy	18		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	18		rbf	kmeans	0.6357897540343096
blobs	18		rbf	kmeans	0.5298036122834925
dense-disk-5000	18		rbf	kmeans	0.2402776042770652
heart-statlog	18		rbf	kmeans	0.01642122672234839
dense-disk-3000	18		rbf	kmeans	0.23729874903327472
ds3c3sc6	18		rbf	kmeans	0.5460266874419081
donut2	18		rbf	kmeans	0.02416988780457246
smile1	18		rbf	kmeans	0.8373999051410137
2d-10c	18		rbf	kmeans	0.3764705726986113
impossible	18		rbf	kmeans	0.6123990588941071
aml28	18		rbf	kmeans	0.502529430104174
zelnik2	18		rbf	kmeans	0.6082384471981883
banana	18		rbf	kmeans	0.4813824206338084
compound	18		rbf	kmeans	0.6203005132621733
zelnik6	18		rbf	kmeans	0.5789699494970312
sizes3	18		rbf	kmeans	0.6421972858410219
spiral	18		rbf	kmeans	0.40044635073703005
sizes2	18		rbf	kmeans	0.6379300104323952
iris	18		rbf	kmeans	0.5036215745983857
hypercube	18		rbf	kmeans	0.815583017137484
engytime	18		rbf	kmeans	0.2378363183067912
circle	18		rbf	kmeans	0.24970220171926275
longsquare	18		rbf	kmeans	0.8418313458230076
zelnik1	18		rbf	kmeans	0.5721649760059153
iono	18		rbf	kmeans	0.20249422787474036
square5	18		rbf	kmeans	0.48188523386621995
curves1	18		rbf	kmeans	0.5472030453951235
3-spiral	18		rbf	kmeans	0.509162094174422
DS-850	18		rbf	kmeans	0.7214408300819182
rings	18		rbf	kmeans	0.5090580836144233
cure-t2-4k	18		rbf	kmeans	0.6773897383042691
2d-4c-no4	18		rbf	kmeans	0.5377275964267514
disk-1000n	18		rbf	kmeans	0.20252958383332909
complex9	18		rbf	kmeans	0.014515540254090022
ecoli	18		rbf	kmeans	0.49998608493338864
target	18		rbf	kmeans	0.5672338639070376
3MC	18		rbf	kmeans	0.5513418853822348
xor	18		rbf	kmeans	0.2910302987924195
xclara	18		rbf	kmeans	0.030480046898981653
cure-t0-2000n-2D	18		rbf	kmeans	0.39547493752216467
dartboard2	18		rbf	kmeans	0.49542385553326984
spherical_5_2	18		rbf	kmeans	0.6649410051487181
ds577	18		rbf	kmeans	0.5832643309987704
elliptical_10_2	18		rbf	kmeans	0.8955442353963723
wingnut	18		rbf	kmeans	0.3786772517298372
triangle2	18		rbf	kmeans	0.5975040402088067
smile2	18		rbf	kmeans	0.7476270978123869
disk-4000n	18		rbf	kmeans	0.2475593532466275
jain	18		rbf	kmeans	0.37951254710920046
2d-4c	18		rbf	kmeans	0.448357979504326
long1	18		rbf	kmeans	0.44498101782076055
sizes4	18		rbf	kmeans	0.6619408195146457
curves2	18		rbf	kmeans	0.6386708489628012
square4	18		rbf	kmeans	0.5266981159256546
chainlink	18		rbf	kmeans	0.38964570087993455
ds4c2sc8	18		rbf	kmeans	0.6533908458327164
spiralsquare	18		rbf	kmeans	0.580559756201638
gaussians1	18		rbf	kmeans	0.4934898736261707
smile3	18		rbf	kmeans	0.6354090040853542
dpb	18		rbf	kmeans	0.744809931248693
complex8	18		rbf	kmeans	0.001283554058217548
haberman	18		rbf	kmeans	0.01722150470744471
pmf	18		rbf	kmeans	0.014162889079018397
atom	18		rbf	kmeans	0.02975736082450786
zelnik5	18		rbf	kmeans	0.739251620861679
long2	18		rbf	kmeans	0.4374806386244035
2d-4c-no9	18		rbf	kmeans	0.5756833167760775
cassini	18		rbf	kmeans	0.5293553158939683
hepta	18		rbf	kmeans	0.8217668928435157
triangle1	18		rbf	kmeans	0.5609016613006854
tae	18		rbf	kmeans	0.12087134542855783
balance-scale	18		rbf	kmeans	0.18626019245380226
twenty	18		rbf	kmeans	0.976314139475493
threenorm	18		rbf	kmeans	0.22499741297325507
square2	18		rbf	kmeans	0.5655250238519957
flame	18		rbf	kmeans	0.3538182041616204
disk-3000n	18		rbf	kmeans	0.21590424303861966
d31	18		rbf	kmeans	0.8821894576100303
aggregation	18		rbf	kmeans	0.7398764680383163
zelnik4	18		rbf	kmeans	0.8826101752234705
2sp2glob	18		rbf	kmeans	0.5589236157789452
glass	18		rbf	kmeans	0.29805265123188146
square1	18		rbf	kmeans	0.6708055815804206
2d-3c-no123	18		rbf	kmeans	0.5188096391309163
disk-4500n	18		rbf	kmeans	0.2122775290671834
sizes1	18		rbf	kmeans	0.6064586895413477
long3	18		rbf	kmeans	0.3784877760855675
cuboids	18		rbf	kmeans	0.6264422047316195
donutcurves	18		rbf	kmeans	0.5375674498066212
st900	18		rbf	kmeans	0.7059269464905109
tetra	18		rbf	kmeans	0.5967585343151361
zelnik3	19		rbf	kmeans	0.638145533596477
spherical_4_3	19		rbf	kmeans	0.6437163108505067
fourty	19		rbf	kmeans	0.8758509576524024
lsun	19		rbf	kmeans	0.5449019598672246
diamond9	19		rbf	kmeans	0.7252942665795554
ds850	19		rbf	kmeans	0.7052264444239381
elly-2d10c13s	19		rbf	kmeans	0.4802574905321284
pathbased	19		rbf	kmeans	0.5766519500971098
R15	19		rbf	kmeans	0.9410237496612005
spherical_6_2	19		rbf	kmeans	0.7691432047120502
shapes	19		rbf	kmeans	0.6760797121136503
2dnormals	19		rbf	kmeans	0.286044251893046
dpc	19		rbf	kmeans	0.7910972306798564
twodiamonds	19		rbf	kmeans	0.3899824796334172
ds2c2sc13	19		rbf	kmeans	0.6484049480891794
donut3	19		rbf	kmeans	0.7308735123526415
simplex	19		rbf	kmeans	0.6671089572343826
2d-20c-no0	19		rbf	kmeans	0.980396058572542
disk-5000n	19		rbf	kmeans	0.186200454145295
DS-577	19		rbf	kmeans	0.5821989261640149
zoo	19		rbf	kmeans	0.766189685488215
square3	19		rbf	kmeans	0.5501684474312311
sonar	19		rbf	kmeans	0.15143584137797977
donut1	19		rbf	kmeans	0.6067962144724548
disk-4600n	19		rbf	kmeans	0.11209922557201257
sizes5	19		rbf	kmeans	0.783121959121934
thy	19		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	19		rbf	kmeans	0.6311496180985022
blobs	19		rbf	kmeans	0.5178245046980949
dense-disk-5000	19		rbf	kmeans	0.24548403525008022
heart-statlog	19		rbf	kmeans	0.01642122672234839
dense-disk-3000	19		rbf	kmeans	0.225053367925518
ds3c3sc6	19		rbf	kmeans	0.5372484161061963
donut2	19		rbf	kmeans	0.02428549010892019
dartboard1	19		rbf	kmeans	0.03037333329350695
smile1	19		rbf	kmeans	0.8357830332121845
2d-10c	19		rbf	kmeans	0.35381282385222096
impossible	19		rbf	kmeans	0.5946637094307233
aml28	19		rbf	kmeans	0.524465944857145
zelnik2	19		rbf	kmeans	0.6006846013054895
banana	19		rbf	kmeans	0.4811378699407405
compound	19		rbf	kmeans	0.6281200354713212
zelnik6	19		rbf	kmeans	0.640964061789158
sizes3	19		rbf	kmeans	0.6147001973760847
spiral	19		rbf	kmeans	0.39131559710473796
sizes2	19		rbf	kmeans	0.685366295020658
iris	19		rbf	kmeans	0.5179276938155062
hypercube	19		rbf	kmeans	0.8049731800508624
engytime	19		rbf	kmeans	0.2387529765764815
circle	19		rbf	kmeans	0.23807086046236606
longsquare	19		rbf	kmeans	0.8147039606251362
zelnik1	19		rbf	kmeans	0.5551817044536621
iono	19		rbf	kmeans	0.29690050970548376
square5	19		rbf	kmeans	0.4618395265388073
curves1	19		rbf	kmeans	0.5457310154313095
3-spiral	19		rbf	kmeans	0.504780621055968
DS-850	19		rbf	kmeans	0.7026180661780345
rings	19		rbf	kmeans	0.4994857541404127
cure-t2-4k	19		rbf	kmeans	0.6623304156321257
2d-4c-no4	19		rbf	kmeans	0.539353596253226
disk-1000n	19		rbf	kmeans	0.2093873148280425
complex9	19		rbf	kmeans	0.016005179632327667
ecoli	19		rbf	kmeans	0.4858439668176972
target	19		rbf	kmeans	0.5017390276668924
3MC	19		rbf	kmeans	0.5437332436704698
xor	19		rbf	kmeans	0.29926147380077844
xclara	19		rbf	kmeans	0.01964425757454618
cure-t0-2000n-2D	19		rbf	kmeans	0.3916594848281093
dartboard2	19		rbf	kmeans	0.48252458881810584
spherical_5_2	19		rbf	kmeans	0.6719461770374953
ds577	19		rbf	kmeans	0.5786266993001391
elliptical_10_2	19		rbf	kmeans	0.8842751254983534
wingnut	19		rbf	kmeans	0.39184694919760843
triangle2	19		rbf	kmeans	0.5809008671810769
smile2	19		rbf	kmeans	0.7462148159292745
disk-4000n	19		rbf	kmeans	0.2310500990009119
jain	19		rbf	kmeans	0.36306908625255035
2d-4c	19		rbf	kmeans	0.3360483488217114
long1	19		rbf	kmeans	0.4449076540916608
sizes4	19		rbf	kmeans	0.6441381211039244
curves2	19		rbf	kmeans	0.6352781884767189
square4	19		rbf	kmeans	0.5328255902479271
chainlink	19		rbf	kmeans	0.38340600741346753
ds4c2sc8	19		rbf	kmeans	0.6526576973216982
spiralsquare	19		rbf	kmeans	0.5916225288769378
gaussians1	19		rbf	kmeans	0.5144651756059666
smile3	19		rbf	kmeans	0.6342333909257712
dpb	19		rbf	kmeans	0.7119206535177685
complex8	19		rbf	kmeans	0.001283554058217548
haberman	19		rbf	kmeans	0.01722150470744471
pmf	19		rbf	kmeans	0.014162889079018397
atom	19		rbf	kmeans	0.03148092529238363
zelnik5	19		rbf	kmeans	0.7378401502532731
long2	19		rbf	kmeans	0.4515382826938677
2d-4c-no9	19		rbf	kmeans	0.5948272704511938
cassini	19		rbf	kmeans	0.5462886060739697
hepta	19		rbf	kmeans	0.8180016573345391
triangle1	19		rbf	kmeans	0.5534978675294145
tae	19		rbf	kmeans	0.10877373192807469
balance-scale	19		rbf	kmeans	0.17736564467360488
twenty	19		rbf	kmeans	0.9882956831460153
threenorm	19		rbf	kmeans	0.24727037784540384
square2	19		rbf	kmeans	0.6244981303689474
flame	19		rbf	kmeans	0.35664166476194775
disk-3000n	19		rbf	kmeans	0.22111729160284882
d31	19		rbf	kmeans	0.890723495994
aggregation	19		rbf	kmeans	0.7306849691283562
zelnik4	19		rbf	kmeans	0.8795609809084134
2sp2glob	19		rbf	kmeans	0.5630148749098128
glass	19		rbf	kmeans	0.2997810390518648
square1	19		rbf	kmeans	0.6216581934273452
2d-3c-no123	19		rbf	kmeans	0.5290857278270076
disk-4500n	19		rbf	kmeans	0.20933367509497772
sizes1	19		rbf	kmeans	0.5652715070841233
long3	19		rbf	kmeans	0.36030691695082223
cuboids	19		rbf	kmeans	0.6450023923138263
donutcurves	19		rbf	kmeans	0.5367062710502456
st900	19		rbf	kmeans	0.6890750695862191
tetra	19		rbf	kmeans	0.5744139643390698
zelnik3	20		rbf	kmeans	0.6300474174487128
spherical_4_3	20		rbf	kmeans	0.6424815058987383
fourty	20		rbf	kmeans	0.8817561144426079
lsun	20		rbf	kmeans	0.5476568834291525
diamond9	20		rbf	kmeans	0.7085550238957204
ds850	20		rbf	kmeans	0.7023172321681027
elly-2d10c13s	20		rbf	kmeans	0.49509160871996616
pathbased	20		rbf	kmeans	0.5568516886431274
R15	20		rbf	kmeans	0.9498309671740696
spherical_6_2	20		rbf	kmeans	0.7617023733986046
shapes	20		rbf	kmeans	0.6622803044234292
2dnormals	20		rbf	kmeans	0.3197788827103575
dpc	20		rbf	kmeans	0.780358966726176
twodiamonds	20		rbf	kmeans	0.3797794084825851
ds2c2sc13	20		rbf	kmeans	0.6502711746092812
donut3	20		rbf	kmeans	0.7059193584036135
simplex	20		rbf	kmeans	0.6667666628976726
2d-20c-no0	20		rbf	kmeans	0.9909543238263535
disk-5000n	20		rbf	kmeans	0.1919755719716819
DS-577	20		rbf	kmeans	0.5755424345228255
zoo	20		rbf	kmeans	0.6608791639039251
square3	20		rbf	kmeans	0.5777589395883588
sonar	20		rbf	kmeans	0.1548429501392581
donut1	20		rbf	kmeans	0.604893261298017
disk-4600n	20		rbf	kmeans	0.10645769253150719
sizes5	20		rbf	kmeans	0.7457349073546724
thy	20		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	20		rbf	kmeans	0.6309538762721212
blobs	20		rbf	kmeans	0.5221969232426359
dense-disk-5000	20		rbf	kmeans	0.23534032851264525
heart-statlog	20		rbf	kmeans	0.01642122672234839
dense-disk-3000	20		rbf	kmeans	0.23628168308074826
ds3c3sc6	20		rbf	kmeans	0.5294515214308289
donut2	20		rbf	kmeans	0.024641416758665144
smile1	20		rbf	kmeans	0.8422697251814645
2d-10c	20		rbf	kmeans	0.37658200840752254
impossible	20		rbf	kmeans	0.6651358122168273
aml28	20		rbf	kmeans	0.4974022642304132
zelnik2	20		rbf	kmeans	0.5648625615531334
banana	20		rbf	kmeans	0.4808822307769905
compound	20		rbf	kmeans	0.4782219022152233
zelnik6	20		rbf	kmeans	0.6322340355302549
sizes3	20		rbf	kmeans	0.6913648298657632
spiral	20		rbf	kmeans	0.3901961233566838
sizes2	20		rbf	kmeans	0.6864422496621206
iris	20		rbf	kmeans	0.4852857216543371
hypercube	20		rbf	kmeans	0.7932348369051829
engytime	20		rbf	kmeans	0.16838777051317214
circle	20		rbf	kmeans	0.23450740059367517
longsquare	20		rbf	kmeans	0.798551901046503
zelnik1	20		rbf	kmeans	0.5715031723838166
iono	20		rbf	kmeans	0.2783621461336004
square5	20		rbf	kmeans	0.4552288243857916
curves1	20		rbf	kmeans	0.544364327338958
3-spiral	20		rbf	kmeans	0.5436468122748714
DS-850	20		rbf	kmeans	0.7014712717975597
rings	20		rbf	kmeans	0.49757745505581374
cure-t2-4k	20		rbf	kmeans	0.6611396671219982
2d-4c-no4	20		rbf	kmeans	0.5359773596721022
disk-1000n	20		rbf	kmeans	0.19652694803587323
complex9	20		rbf	kmeans	0.015266438239885782
ecoli	20		rbf	kmeans	0.500932242239678
target	20		rbf	kmeans	0.5540140157256189
3MC	20		rbf	kmeans	0.5353301693066792
xor	20		rbf	kmeans	0.3057316417466683
xclara	20		rbf	kmeans	0.6621006892296649
cure-t0-2000n-2D	20		rbf	kmeans	0.3944357922494247
dartboard2	20		rbf	kmeans	0.06954779447627503
spherical_5_2	20		rbf	kmeans	0.6592082273274945
ds577	20		rbf	kmeans	0.5731568961828224
elliptical_10_2	20		rbf	kmeans	0.8778773339440561
wingnut	20		rbf	kmeans	0.3875248175789673
triangle2	20		rbf	kmeans	0.48564339495042036
smile2	20		rbf	kmeans	0.7449414250148343
disk-4000n	20		rbf	kmeans	0.24452214507433967
jain	20		rbf	kmeans	0.37417423497364305
2d-4c	20		rbf	kmeans	0.5899362840773498
long1	20		rbf	kmeans	0.4336893145033767
sizes4	20		rbf	kmeans	0.7309716194561963
curves2	20		rbf	kmeans	0.6293611063817555
square4	20		rbf	kmeans	0.4918270751403905
chainlink	20		rbf	kmeans	0.3781467401574748
ds4c2sc8	20		rbf	kmeans	0.6519477987648788
spiralsquare	20		rbf	kmeans	0.5864580285801648
gaussians1	20		rbf	kmeans	0.5069023159431709
smile3	20		rbf	kmeans	0.6326909215306049
dpb	20		rbf	kmeans	0.7119930657560017
complex8	20		rbf	kmeans	0.001283554058217548
haberman	20		rbf	kmeans	0.01722150470744471
