dataset	silhouette_score	calinski_harabasz_score	davies_bouldin_score	SSE	nSSE	ARI	MIS	v_measure	n_clusters	init	max_iter	n_init	algorithm
dim032	0.790158665	13536.35267	1.032535433	212223.7648	6.476555321	0.94952867	0.935386655	0.96883329	34	k-means++	300	10	auto
dim032	0.710422431	13058.99638	1.081614708	213293.2655	6.509193893	0.95376453	0.937760668	0.970036116	35	k-means++	300	10	auto
dim032	0.849099554	12875.73302	0.798773936	209943.1462	6.406956366	0.962569531	0.944956462	0.973569304	36	k-means++	300	10	auto
dim032	0.791161821	12542.74691	0.682530369	209319.4502	6.387922674	0.958556094	0.941123205	0.971688882	37	k-means++	300	10	auto
dim032	0.634774455	12322.85717	0.942732284	207091.1189	6.3199194	0.947363225	0.928396522	0.96550588	38	k-means++	300	10	auto
dim032	0.684981113	11982.62921	0.865536966	207156.1908	6.321905236	0.948951987	0.932536818	0.967503237	39	k-means++	300	10	auto
dim032	0.743103299	11821.77342	0.97463033	204389.138	6.237461485	0.944953971	0.924055596	0.963414953	40	k-means++	300	10	auto
dim032	0.745373935	11405.43501	1.072247926	206339.6922	6.296987676	0.925530145	0.909055857	0.955974765	41	k-means++	300	10	auto
dim032	0.658046173	11193.75603	0.973306344	199836.3451	6.098521274	0.929305047	0.911234457	0.957101832	43	k-means++	300	10	auto
dim032	0.634578048	11108.33063	1.136640742	206493.3205	6.30167604	0.928055578	0.912414368	0.957624774	42	k-means++	300	10	auto
dim032	0.817591989	10820.72103	0.986747621	201708.1887	6.155645406	0.938310192	0.916708165	0.959861948	44	k-means++	300	10	auto
dim032	0.718689494	10586.01125	1.168253785	201289.7552	6.142875829	0.919388094	0.898991156	0.951116452	45	k-means++	300	10	auto
dim032	0.668465349	10360.51853	1.073067913	200895.701	6.130850252	0.929416814	0.908415967	0.955787447	46	k-means++	300	10	auto
dim032	0.780191969	10139.6682	0.883455891	200604.2382	6.121955513	0.94390027	0.918895882	0.961015057	47	k-means++	300	10	auto
dim032	0.731818669	10078.10857	0.916940559	197339.8737	6.022335012	0.942443837	0.915896492	0.959587197	48	k-means++	300	10	auto
dim032	0.606074088	9828.680294	1.251970292	197928.0843	6.040285776	0.906703176	0.885664974	0.944593769	49	k-means++	300	10	auto
dim032	0.620407594	9618.268794	1.048106753	197927.0826	6.040255205	0.9344066	0.905754265	0.954681961	50	k-means++	300	10	auto
dim032	0.736202183	8437.413643	0.828224627	185486.0913	5.660586283	0.923765473	0.891121223	0.947622288	60	k-means++	300	10	auto
dim032	0.648679126	7447.783444	0.70374741	177829.0172	5.426910924	0.914139322	0.877184251	0.94095743	70	k-means++	300	10	auto
dim032	0.56819062	6768.534606	0.986797411	169129.7753	5.161431132	0.866624836	0.83204039	0.91864026	80	k-means++	300	10	auto
dim032	0.507224012	6767.856374	1.164397886	169146.6946	5.161947466	0.840054412	0.814054608	0.909465742	80	k-means++	300	10	auto
dim032	0.479903158	5881.060946	0.743217506	152064.6524	4.640644911	0.868682278	0.818081893	0.91250552	100	k-means++	300	10	auto
dim032	0.582129713	5542.226728	0.753527092	144982.2003	4.424505624	0.854811106	0.797962698	0.902827577	110	k-means++	300	10	auto
dim032	0.572027672	5273.641958	0.766496042	138045.274	4.212807435	0.835334017	0.780747159	0.894393755	120	k-means++	300	10	auto
dim032	0.491326538	5003.085379	0.773787215	132753.0758	4.051302361	0.824405354	0.765649808	0.887305062	130	k-means++	300	10	auto
dim032	0.895995778	2063.909811	0.418730411	3238184.273	98.82154155	0.936130361	0.967466265	0.984126984	15	k-means++	300	10	auto
dim032	0.83698726	1033.514151	0.503927635	6709947.578	204.7713494	0.879035119	0.935129739	0.967741935	14	k-means++	300	10	auto
dim032	0.792330372	694.2576001	0.572328299	10385870.8	316.9516234	0.827690753	0.902988635	0.950819672	13	k-means++	300	10	auto
dim032	0.713998017	528.1276365	0.66218093	14237790.67	434.5028892	0.781270045	0.871041187	0.933333333	12	k-means++	300	10	auto
dim032	0.675606257	395.8981587	0.753681314	19553107.88	596.7134973	0.700614574	0.827139108	0.908270057	11	k-means++	300	10	auto
dim032	0.605927573	334.313836	0.890785929	24190382.12	738.2318761	0.665358194	0.795607509	0.889323831	10	k-means++	300	10	auto
dim032	0.526194337	298.2076893	0.961989578	28644318.79	874.1552364	0.603026775	0.75218298	0.862123353	9	k-means++	300	10	auto
dim032	0.465535203	247.7823822	1.126001602	35450437.9	1081.861508	0.549645816	0.709009859	0.833557148	8	k-means++	300	10	auto
dim032	0.423163302	223.847991	1.305800761	41355057.48	1262.056198	0.503416601	0.670312998	0.806472416	7	k-means++	300	10	auto
dim032	0.369770771	206.2416274	1.42378651	47675753.87	1454.948543	0.462992126	0.627626945	0.77500503	6	k-means++	300	10	auto
dim032	0.308920748	186.3215487	1.517044952	55429506.35	1691.57429	0.354277845	0.540008766	0.70550927	5	k-means++	300	10	auto
dim032	0.264838323	179.4931388	1.756061314	62810892.39	1916.836316	0.318817419	0.490202875	0.66158448	4	k-means++	300	10	auto
dim032	0.252509147	177.1489498	1.939523848	71246711.74	2174.277092	0.203700377	0.372952402	0.546839227	3	k-means++	300	10	auto
dim032	0.194660059	175.6020049	2.398421772	81898178.76	2499.334069	0.123393316	0.247996641	0.4	2	k-means++	300	10	auto
dim064	0.963754864	54451.23373	0.049583435	216993.5313	3.311058521	1	1	1	16	k-means++	300	10	auto
dim064	0.963754864	51555.28037	0.2042794	214648.2571	3.275272477	0.997948052	0.996732102	0.998435091	17	k-means++	300	10	auto
dim064	0.963754864	48769.42186	0.117529831	213351.4931	3.255485429	0.997914896	0.99621739	0.998188988	18	k-means++	300	10	auto
dim064	0.918535354	46574.35865	0.132927398	210788.6575	3.216379662	0.996886091	0.994336786	0.997288719	19	k-means++	300	10	auto
dim064	0.963754864	44269.38978	0.225249838	209884.0206	3.202575998	0.995822154	0.992447866	0.996384523	20	k-means++	300	10	auto
dim064	0.940384195	41929.12057	0.774111142	210308.5524	3.20905384	0.983494047	0.978163615	0.98951718	21	k-means++	300	10	auto
dim064	0.912854994	40085.0239	0.409152408	209300.6223	3.193674047	0.99169739	0.985976824	0.993284873	22	k-means++	300	10	auto
dim064	0.930103015	39301.81042	0.498024469	203571.6187	3.106256389	0.984852438	0.978148531	0.989518584	23	k-means++	300	10	auto
dim064	0.963754864	37354.94931	0.232180958	204663.1746	3.12291221	0.991730908	0.98498814	0.992814562	24	k-means++	300	10	auto
dim064	0.963754864	35559.1458	0.816221787	205833.3442	3.140767582	0.982677479	0.972927883	0.987023491	25	k-means++	300	10	auto
dim064	0.897326807	34533.21783	0.742478495	203269.6877	3.101649287	0.978542997	0.969418104	0.985322399	26	k-means++	300	10	auto
dim064	0.884446343	33433.55528	0.566814731	201679.7578	3.077388883	0.982217652	0.972693081	0.986908988	27	k-means++	300	10	auto
dim064	0.886904362	32425.54203	0.755883566	200048.5559	3.052498716	0.976963453	0.966298445	0.983829936	28	k-means++	300	10	auto
dim064	0.8968713	31262.84317	0.921233116	199877.5837	3.049889888	0.964662621	0.950599502	0.97623001	29	k-means++	300	10	auto
dim064	0.865338497	30286.06704	0.619888617	199010.1205	3.03665345	0.972839932	0.962473087	0.98197404	30	k-means++	300	10	auto
dim064	0.902786682	29241.69338	0.481803867	199046.7267	3.037212016	0.982251726	0.969324927	0.985316453	31	k-means++	300	10	auto
dim064	0.864374792	28750.10424	1.026364306	195725.9102	2.986540378	0.954354432	0.943351317	0.972676959	32	k-means++	300	10	auto
dim064	0.871960556	28147.47438	0.72398487	193476.2078	2.952212643	0.965013671	0.951853263	0.976857475	33	k-means++	300	10	auto
dim064	0.693694288	26987.72282	0.972136218	195475.9793	2.982726735	0.958680265	0.944531906	0.973307981	34	k-means++	300	10	auto
dim064	0.860317131	26453.9997	0.653125183	193361.3354	2.950459829	0.972285609	0.956079302	0.978948846	35	k-means++	300	10	auto
dim064	0.836940185	25852.12831	0.647464047	192016.9311	2.929945848	0.973929719	0.956641567	0.979236953	36	k-means++	300	10	auto
dim064	0.814375872	25374.65988	0.543772342	190005.563	2.899254806	0.973964282	0.95627616	0.979065838	37	k-means++	300	10	auto
dim064	0.803367874	24908.63419	0.620684444	188140.2761	2.870792787	0.969819438	0.95075305	0.976409636	38	k-means++	300	10	auto
dim064	0.876824154	24123.9405	0.969826352	188955.211	2.883227707	0.957295168	0.93735143	0.969908227	39	k-means++	300	10	auto
dim064	0.921397309	23720.60799	0.489474987	187052.6484	2.854196906	0.971852178	0.95188121	0.976970775	40	k-means++	300	10	auto
dim064	0.910723241	23266.07873	0.710725859	185751.6724	2.834345587	0.963660978	0.94261862	0.972495365	41	k-means++	300	10	auto
dim064	0.750122647	22668.65772	0.482633033	185807.8623	2.835202977	0.970132627	0.948716453	0.975457847	42	k-means++	300	10	auto
dim064	0.90762476	22395.19002	0.571061174	183414.2765	2.798679757	0.967569999	0.945183685	0.973764342	43	k-means++	300	10	auto
dim064	0.80436267	21684.41497	0.797501194	184830.9024	2.820295752	0.958662527	0.93482532	0.968755678	44	k-means++	300	10	auto
dim064	0.912854994	21569.90116	0.430997299	181407.3955	2.768057183	0.968652203	0.945329573	0.973851282	45	k-means++	300	10	auto
dim064	0.889483825	21169.76883	0.763814039	180545.0072	2.754898182	0.955086525	0.930110708	0.966481917	46	k-means++	300	10	auto
dim064	0.831808831	20690.37497	0.58928847	180527.626	2.754632966	0.956441186	0.933419416	0.968064212	47	k-means++	300	10	auto
dim064	0.857203564	20505.55078	0.812060834	178099.1384	2.717577184	0.953227745	0.92665562	0.96483876	48	k-means++	300	10	auto
dim064	0.711206753	20084.60105	0.599602692	177861.542	2.713951751	0.957295168	0.931133132	0.967013909	49	k-means++	300	10	auto
dim064	0.898919054	19695.43009	0.513179553	177492.5804	2.708321845	0.960575065	0.933079385	0.967982002	50	k-means++	300	10	auto
dim064	0.857563937	17279.82151	0.471518085	166301.513	2.537559708	0.952009235	0.917748312	0.960682819	60	k-means++	300	10	auto
dim064	0.777559767	15301.45618	0.577118015	158926.077	2.425019486	0.937097634	0.895872139	0.950216664	70	k-means++	300	10	auto
dim064	0.788896747	13992.41871	0.665907026	150211.1845	2.292040779	0.91711155	0.870241732	0.937873631	80	k-means++	300	10	auto
dim064	0.660351756	13903.25433	0.694962279	151173.6921	2.306727479	0.913738111	0.868368689	0.936913013	80	k-means++	300	10	auto
dim064	0.646517041	12334.18678	0.501278709	133112.4364	2.031134589	0.905948792	0.847476732	0.927213476	100	k-means++	300	10	auto
dim064	0.630829138	11523.48835	0.62544586	128009.0594	1.953263236	0.878789735	0.819119737	0.913404246	110	k-means++	300	10	auto
dim064	0.557573618	11006.11199	0.816021854	121425.1842	1.852801272	0.855608296	0.792891725	0.900733002	120	k-means++	300	10	auto
dim064	0.53357171	10496.02964	0.633204337	116160.1027	1.772462504	0.849097069	0.782263146	0.895782619	130	k-means++	300	10	auto
dim064	0.90382936	1488.163646	0.484716266	8131936.5	124.0835037	0.936130361	0.967466265	0.984126984	15	k-means++	300	10	auto
dim064	0.861729179	748.9101806	0.583973616	16546349.67	252.4772594	0.879035119	0.935129739	0.967741935	14	k-means++	300	10	auto
dim064	0.801188217	503.2507717	0.660350718	25245405.62	385.2143191	0.827690753	0.902988635	0.950819672	13	k-means++	300	10	auto
dim064	0.752937002	383.8521408	0.73772332	34035856.55	519.3459557	0.781270045	0.871041187	0.933333333	12	k-means++	300	10	auto
dim064	0.684589038	312.4774664	0.817125505	43098632.87	657.6329478	0.739097169	0.83928565	0.915254237	11	k-means++	300	10	auto
dim064	0.664426668	253.1799459	0.946893589	54214729.11	827.2511156	0.665358194	0.795607509	0.889323831	10	k-means++	300	10	auto
dim064	0.559036558	211.9343306	1.094402347	65923700.56	1005.915841	0.603026775	0.75218298	0.862123353	9	k-means++	300	10	auto
dim064	0.502971354	184.6669915	1.183369882	77473456.48	1182.15113	0.503416601	0.689142895	0.820170204	8	k-means++	300	10	auto
dim064	0.466081004	176.5650278	1.329837153	86224934.71	1315.688091	0.482549317	0.658293603	0.798011742	7	k-means++	300	10	auto
dim064	0.40839089	161.6828731	1.493247194	98122668	1497.233093	0.427343673	0.607867894	0.760231871	6	k-means++	300	10	auto
dim064	0.317441099	137.7380732	1.891516332	114263786.9	1743.527022	0.395672046	0.565479476	0.726244269	5	k-means++	300	10	auto
dim064	0.26426324	135.0135911	2.065047476	126006737.2	1922.710223	0.318817419	0.490202875	0.66158448	4	k-means++	300	10	auto
dim064	0.157872362	126.7154004	2.715260169	156624370	2389.898223	0.109660574	0.236573094	0.385284778	2	k-means++	300	10	auto
dim064	0.196720188	121.6037969	2.29719189	142176635.3	2169.443288	0.170316302	0.35145687	0.523913537	3	k-means++	300	10	auto
dim128	0.972312822	86413.56952	0.039466218	275237.9219	2.099898696	1	1	1	16	k-means++	300	10	auto
dim128	0.972312822	82654.91368	0.065039496	269506.216	2.056169251	0.9989584	0.998107055	0.999093673	17	k-means++	300	10	auto
dim128	0.972312822	78092.65868	0.115572038	268205.9581	2.04624907	0.997914896	0.99621739	0.998188988	18	k-means++	300	10	auto
dim128	0.972312822	74552.0196	0.147388123	265074.2596	2.022356107	0.996886091	0.994336786	0.997288719	19	k-means++	300	10	auto
dim128	0.972312822	71355.56486	0.206415296	262113.4518	1.999766936	0.99587207	0.992465279	0.996392894	20	k-means++	300	10	auto
dim128	0.876209699	67425.42684	0.457763388	263258.7858	2.00850514	0.988453649	0.983754408	0.992209687	21	k-means++	300	10	auto
dim128	0.937218131	65023.29574	0.347166378	259728.3888	1.981570349	0.991730908	0.986173361	0.993378601	22	k-means++	300	10	auto
dim128	0.868712951	63580.76644	0.196577958	253299.0141	1.932518113	0.992685357	0.986823694	0.993692786	23	k-means++	300	10	auto
dim128	0.931533335	59904.44385	0.450656528	256895.5445	1.959957462	0.988807482	0.98146616	0.991123081	24	k-means++	300	10	auto
dim128	0.769800423	59284.40484	0.928836233	248523.524	1.896084015	0.968495232	0.962422282	0.981896084	25	k-means++	300	10	auto
dim128	0.868712951	56995.38925	0.215026453	247916.41	1.891452103	0.989581788	0.981245614	0.991023834	26	k-means++	300	10	auto
dim128	0.842795872	53911.62776	0.966125453	251761.3819	1.92078691	0.971019088	0.961294192	0.981391439	27	k-means++	300	10	auto
dim128	0.906058261	53290.41774	0.441462856	245021.654	1.869366867	0.986596675	0.976240593	0.988627674	28	k-means++	300	10	auto
dim128	0.813204596	51641.32771	0.447375653	243572.047	1.858307243	0.984394338	0.973013498	0.987081106	29	k-means++	300	10	auto
dim128	0.924231002	50649.99733	0.282274023	239537.6066	1.827526906	0.985361012	0.973833664	0.987478352	30	k-means++	300	10	auto
dim128	0.86601767	47595.24014	0.363708137	246162.0442	1.878067354	0.984394338	0.972020091	0.986611256	31	k-means++	300	10	auto
dim128	0.903369364	46755.01203	0.568562377	242260.8352	1.848303491	0.979314039	0.9653825	0.983422386	32	k-means++	300	10	auto
dim128	0.874357671	45703.51557	0.435380409	239849.2872	1.82990484	0.981109164	0.966967621	0.984191825	33	k-means++	300	10	auto
dim128	0.84946178	44980.54239	0.484438293	236083.4542	1.801173815	0.981211574	0.966506251	0.983974745	34	k-means++	300	10	auto
dim128	0.938464055	44560.70417	0.434517841	231068.3518	1.76291162	0.979314039	0.963418571	0.982495896	35	k-means++	300	10	auto
dim128	0.938464055	43585.51807	0.443510776	229257.7609	1.749097907	0.976085984	0.959408667	0.980568068	36	k-means++	300	10	auto
dim128	0.878929853	42252.03492	0.331074748	229690.9315	1.752402737	0.978268601	0.961106098	0.981394157	37	k-means++	300	10	auto
dim128	0.889429228	40663.98667	0.426050764	231973.974	1.769820969	0.977169724	0.959273747	0.980518275	38	k-means++	300	10	auto
dim128	0.943197866	40456.64405	0.555948689	226800.0539	1.730347091	0.973912437	0.954797827	0.978370481	39	k-means++	300	10	auto
dim128	0.812509197	39034.85309	0.857076279	228799.917	1.745604835	0.961387786	0.940699681	0.971551699	40	k-means++	300	10	auto
dim128	0.888590724	38950.44991	0.360274276	223339.5659	1.703945662	0.97368772	0.953740144	0.97787279	41	k-means++	300	10	auto
dim128	0.780537179	37989.26997	0.626340838	223178.0614	1.702713481	0.963150714	0.941118117	0.971779178	42	k-means++	300	10	auto
dim128	0.824923906	37125.19747	0.48561601	217310.5766	1.657948124	0.968826565	0.945877553	0.974108809	44	k-means++	300	10	auto
dim128	0.815528607	36739.81497	0.857666826	225042.8825	1.716940937	0.957863806	0.935225511	0.968927035	43	k-means++	300	10	auto
dim128	0.805083832	36431.65105	0.393087659	216194.4532	1.649432779	0.968809131	0.945379936	0.973876136	45	k-means++	300	10	auto
dim128	0.719557465	35605.2447	0.722373677	211165.1829	1.611062491	0.951219453	0.927078176	0.964983055	47	k-means++	300	10	auto
dim128	0.816613462	35581.98148	0.779420516	216216.8668	1.649603781	0.957384054	0.932141367	0.967479933	46	k-means++	300	10	auto
dim128	0.867492953	34113.25265	0.730165149	215487.9955	1.644042934	0.947796944	0.923147675	0.963084339	48	k-means++	300	10	auto
dim128	0.782392295	33779.56686	0.858645104	212866.231	1.624040459	0.945008423	0.921394695	0.962216321	49	k-means++	300	10	auto
dim128	0.794474425	32600.26839	0.735795735	215841.7829	1.646742118	0.948915926	0.923812204	0.963428432	50	k-means++	300	10	auto
dim128	0.748180913	28912.22988	0.578641961	200058.3192	1.526323846	0.949888814	0.915246331	0.959473887	60	k-means++	300	10	auto
dim128	0.651837791	26171.65716	0.53469917	187023.9535	1.426879528	0.938089909	0.897347588	0.950924186	70	k-means++	300	10	auto
dim128	0.778000721	23797.73187	0.659698853	177766.4765	1.356250584	0.921297629	0.874440556	0.939922802	80	k-means++	300	10	auto
dim128	0.675002462	23704.22143	0.678467864	178467.3916	1.361598141	0.920315248	0.873534051	0.939491379	80	k-means++	300	10	auto
dim128	0.574196703	20561.53897	0.653286674	160709.8926	1.226119176	0.896489686	0.839532531	0.923246071	100	k-means++	300	10	auto
dim128	0.536333668	19703.73366	0.618774419	150676.2935	1.14956889	0.879678612	0.820440334	0.914064189	110	k-means++	300	10	auto
dim128	0.592121419	18820.38694	0.415244077	142914.4692	1.09035087	0.88827997	0.820258352	0.914367427	120	k-means++	300	10	auto
dim128	0.628087851	18033.80181	0.579178612	136066.8074	1.038107356	0.863256899	0.792448436	0.900908164	130	k-means++	300	10	auto
dim128	0.912269129	1358.692071	0.502782772	17842422.57	136.1268812	0.936130361	0.967466265	0.984126984	15	k-means++	300	10	auto
dim128	0.819218782	698.1661676	0.609797461	35469417.42	270.6101793	0.879035119	0.935129739	0.967741935	14	k-means++	300	10	auto
dim128	0.769306129	464.6512926	0.67149296	54366853.47	414.7861745	0.827690753	0.902988635	0.950819672	13	k-means++	300	10	auto
dim128	0.725231391	351.3572047	0.759338161	73500890.29	560.7672904	0.781270045	0.871041187	0.933333333	12	k-means++	300	10	auto
dim128	0.675751917	280.4299195	0.866250707	93996522.59	717.1365554	0.739097169	0.83928565	0.915254237	11	k-means++	300	10	auto
dim128	0.597586809	222.9741039	1.056342989	118899294.7	907.1296291	0.665358194	0.795607509	0.889323831	10	k-means++	300	10	auto
dim128	0.53503425	186.2103491	1.252498173	143539639.9	1095.120544	0.575342466	0.74434656	0.857142857	9	k-means++	300	10	auto
dim128	0.471246531	164.7837706	1.279335934	165880493.8	1265.567732	0.549645816	0.709009859	0.833557148	8	k-means++	300	10	auto
dim128	0.420036039	148.2954937	1.547943614	188921119.5	1441.353756	0.462992126	0.65050102	0.79245283	7	k-means++	300	10	auto
dim128	0.37206019	129.6721267	1.598649483	216390067.9	1650.925201	0.411053541	0.595876808	0.75110041	6	k-means++	300	10	auto
dim128	0.308988957	119.3183344	1.880022952	241224707.9	1840.398467	0.354277845	0.540008766	0.70550927	5	k-means++	300	10	auto
dim128	0.240858992	110.3052838	2.231092329	267442495.9	2040.424315	0.29787234	0.479881468	0.652354248	4	k-means++	300	10	auto
dim128	0.185814756	102.6095508	2.613737304	294928136.9	2250.123115	0.203700377	0.372952402	0.546839227	3	k-means++	300	10	auto
dim128	0.134995859	96.96894226	3.208568036	323512753.2	2468.20643	0.119820677	0.245163567	0.396375619	2	k-means++	300	10	auto
dim256	0.982211031	203865.1622	0.024843554	241189.6719	0.920065582	1	1	1	16	k-means++	300	10	auto
dim256	0.982211031	191794.3473	0.063772214	240108.0813	0.915939641	0.9989584	0.998107055	0.999093673	17	k-means++	300	10	auto
dim256	0.982211031	181488.4331	0.095216141	238580.0404	0.910110628	0.997914896	0.99621739	0.998188988	18	k-means++	300	10	auto
dim256	0.942506488	172384.2162	0.508997638	236990.535	0.904047146	0.990439041	0.987438357	0.993975618	19	k-means++	300	10	auto
dim256	0.954435542	164538.6788	0.800535451	234989.3808	0.896413349	0.980511406	0.97681216	0.988852175	20	k-means++	300	10	auto
dim256	0.982211031	157429.8513	0.2149361	233088.6418	0.889162604	0.994789575	0.990573747	0.995487505	21	k-means++	300	10	auto
dim256	0.838174813	149438.8626	0.243441419	233626.3442	0.891213776	0.993738431	0.988697101	0.994589336	22	k-means++	300	10	auto
dim256	0.954435542	144056.5674	0.381713087	231108.9523	0.881610688	0.99070772	0.984316827	0.992489873	23	k-means++	300	10	auto
dim256	0.982211031	137091.0212	0.393557202	232060.3922	0.885240143	0.990657352	0.983614864	0.992155839	24	k-means++	300	10	auto
dim256	0.95688817	132122.3077	0.565503607	230524.3876	0.879380751	0.986596675	0.978218419	0.989565965	25	k-means++	300	10	auto
dim256	0.933116216	128620.0406	0.438756694	227102.9116	0.866328856	0.988723256	0.979953559	0.990404127	26	k-means++	300	10	auto
dim256	0.911350981	121324.7673	0.510211891	231265.412	0.882207535	0.985547377	0.975873311	0.988445547	27	k-means++	300	10	auto
dim256	0.982211031	118109.1631	0.66089171	228534.591	0.871790279	0.983460046	0.972689879	0.986919331	28	k-means++	300	10	auto
dim256	0.890904782	113688.6401	0.429452615	228711.4118	0.872464797	0.986444476	0.975690548	0.988366539	29	k-means++	300	10	auto
dim256	0.805594594	111362.4205	0.515440445	225212.068	0.85911586	0.983307019	0.971345261	0.986282094	30	k-means++	300	10	auto
dim256	0.780457966	107208.9159	0.523493183	225911.64	0.861784515	0.983290013	0.970660078	0.985957926	31	k-means++	300	10	auto
dim256	0.954435542	104652.9285	0.606076729	223738.8498	0.853495979	0.979331161	0.965388501	0.983425317	32	k-means++	300	10	auto
dim256	0.894979756	101795.2106	0.417898901	222607.5095	0.849180258	0.982302833	0.968350188	0.984856457	33	k-means++	300	10	auto
dim256	0.839047731	99568.13552	0.434523115	220468.0342	0.841018807	0.981075023	0.966460932	0.983952649	34	k-means++	300	10	auto
dim256	0.882788088	96859.65175	0.596912974	219745.3278	0.838261901	0.975051973	0.958588426	0.980167949	35	k-means++	300	10	auto
dim256	0.815655028	94318.6678	0.740155513	218996.3445	0.835404756	0.971435781	0.954368464	0.978131299	36	k-means++	300	10	auto
dim256	0.871139456	91969.06531	0.616796469	218131.8163	0.832106843	0.974206167	0.956355601	0.979104827	37	k-means++	300	10	auto
dim256	0.907839546	90120.23182	0.534903159	216371.508	0.8253918	0.974982973	0.956790803	0.97932195	38	k-means++	300	10	auto
dim256	0.866636787	87786.10685	0.611267595	216059.9199	0.824203186	0.971800144	0.952355971	0.97719296	39	k-means++	300	10	auto
dim256	0.852209609	84536.73391	0.571086161	218389.126	0.833088402	0.97277067	0.95314591	0.977579209	40	k-means++	300	10	auto
dim256	0.755121059	83568.86721	0.87769941	215177.5216	0.820837103	0.961122892	0.939997954	0.971219909	41	k-means++	300	10	auto
dim256	0.893063954	81478.44603	0.848414633	215096.2464	0.820527063	0.963836828	0.941794864	0.972098663	42	k-means++	300	10	auto
dim256	0.795505833	80209.26961	0.475892869	213080.7858	0.812838691	0.971800144	0.950210369	0.976187499	43	k-means++	300	10	auto
dim256	0.624443648	78775.72793	0.77262246	211697.2179	0.807560798	0.960751839	0.937452583	0.970024608	44	k-means++	300	10	auto
dim256	0.739648569	77400.94616	0.940824642	210346.1188	0.802406764	0.948843797	0.92695485	0.964886801	45	k-means++	300	10	auto
dim256	0.820946118	75789.3217	0.492572935	209830.8713	0.800441251	0.96762241	0.943551736	0.973002289	46	k-means++	300	10	auto
dim256	0.890059053	74168.45587	0.603185095	209540.8638	0.79933496	0.964241084	0.939599697	0.971098244	47	k-means++	300	10	auto
dim256	0.62811638	73236.9992	0.777298021	207478.8717	0.791469085	0.95312033	0.92818765	0.965552004	48	k-means++	300	10	auto
dim256	0.817527921	72230.33297	0.71258149	205777.1891	0.784977681	0.956476794	0.930408361	0.966657581	49	k-means++	300	10	auto
dim256	0.782556263	70861.55593	0.531797156	205260.7769	0.783007724	0.963221122	0.936390672	0.969581961	50	k-means++	300	10	auto
dim256	0.753477591	60522.13457	0.729121719	197546.409	0.753579746	0.946259436	0.911914172	0.957839579	60	k-means++	300	10	auto
dim256	0.727538492	53791.41215	0.81812564	188083.3315	0.71748097	0.926915758	0.887456908	0.94605104	70	k-means++	300	10	auto
dim256	0.692418937	49739.58762	0.580677292	175798.0221	0.670616234	0.925998611	0.880063814	0.942665778	80	k-means++	300	10	auto
dim256	0.718713606	49326.52236	0.803169688	177269.8158	0.676230682	0.913680773	0.86848048	0.93696533	80	k-means++	300	10	auto
dim256	0.633849382	42930.73175	0.538496886	159092.4837	0.606889662	0.905251618	0.84789334	0.927387269	100	k-means++	300	10	auto
dim256	0.44015559	39558.94929	0.657428084	155116.6746	0.591723154	0.885045732	0.823958369	0.91586365	110	k-means++	300	10	auto
dim256	0.558882722	37700.40097	0.525315771	147456.3847	0.562501467	0.886984286	0.81909659	0.913798279	120	k-means++	300	10	auto
dim256	0.625308396	35989.84868	0.576504561	140915.8197	0.537551192	0.869626471	0.79869159	0.904032806	130	k-means++	300	10	auto
dim256	0.909012782	1271.988566	0.521210252	39248228.52	149.72011	0.936130361	0.967466265	0.984126984	15	k-means++	300	10	auto
dim256	0.872289663	621.7667865	0.638885348	81300138.2	310.1354149	0.879035119	0.935129739	0.967741935	14	k-means++	300	10	auto
dim256	0.825505948	412.61391	0.712811629	124110361.4	473.4434564	0.827690753	0.902988635	0.950819672	13	k-means++	300	10	auto
dim256	0.75949315	310.3552527	0.793211816	167360797	638.4307748	0.781270045	0.871041187	0.933333333	12	k-means++	300	10	auto
dim256	0.71639348	242.1927579	0.958969703	215857649.7	823.4315859	0.700614574	0.827139108	0.908270057	11	k-means++	300	10	auto
dim256	0.630284731	204.5710584	1.101766197	259947833.5	991.6222897	0.665358194	0.795607509	0.889323831	10	k-means++	300	10	auto
dim256	0.547209524	177.4825647	1.234476744	305117795.8	1163.932021	0.632938644	0.764264208	0.869708395	9	k-means++	300	10	auto
dim256	0.505318661	152.6558125	1.365968941	356737281.2	1360.844731	0.525730181	0.701195528	0.828322869	8	k-means++	300	10	auto
dim256	0.431621032	134.7532117	1.588961349	407765158.5	1555.500635	0.444625407	0.644708292	0.788285814	7	k-means++	300	10	auto
dim256	0.375291786	121.088422	1.795203159	458972383.5	1750.840696	0.411053541	0.602091633	0.755839106	6	k-means++	300	10	auto
dim256	0.298687859	110.5977478	2.120201008	510367888.9	1946.89899	0.367346939	0.551970239	0.715316971	5	k-means++	300	10	auto
dim256	0.241951838	102.1815824	2.145383387	562799692	2146.910446	0.191802994	0.412673251	0.588999737	4	k-means++	300	10	auto
dim256	0.197728429	93.19925576	2.777793608	618943048.3	2361.080354	0.191802994	0.365907447	0.539404227	3	k-means++	300	10	auto
dim256	0.119320525	91.852437	3.193492504	671581648.1	2561.880677	0.109660574	0.236573094	0.385284778	2	k-means++	300	10	auto
dim512	0.987868435	330337.8605	0.020462202	296896.7031	0.566285521	1	1	1	16	k-means++	300	10	auto
dim512	0.987868435	310656.074	0.06495498	295681.7049	0.563968096	0.9989584	0.998107055	0.999093673	17	k-means++	300	10	auto
