dataset	silhouette_score	calinski_harabasz_score	davies_bouldin_score	SSE	nSSE	ARI	MIS	v_measure	n_clusters	init	max_iter	n_init	algorithm
g2-8-40	0.050877387	208.1925869	1.806628524	14217939.2	867.7941409	0.054574276	0.190669882	0.323085179	37	k-means++	300	10	auto
g2-8-40	0.043028813	205.0056908	1.776105016	14078645.88	859.2923508	0.053098766	0.189209967	0.321092901	38	k-means++	300	10	auto
g2-8-40	0.039184753	200.7754333	1.812331028	14008490.28	855.0103933	0.051940322	0.187931559	0.319353664	39	k-means++	300	10	auto
g2-8-40	0.005630787	196.1587953	1.801138152	13972919.76	852.8393408	0.050459078	0.186486454	0.317371631	40	k-means++	300	10	auto
g2-8-40	0.04970827	193.2825853	1.805284259	13851072.68	845.4023852	0.049949094	0.185547538	0.316109108	41	k-means++	300	10	auto
g2-8-40	0.015842847	190.3974823	1.796661384	13739774.05	838.6092558	0.047757306	0.183781469	0.313656626	42	k-means++	300	10	auto
g2-8-40	0.015419294	187.0425617	1.773120693	13665392.5	834.0693666	0.047911066	0.183215831	0.312924032	43	k-means++	300	10	auto
g2-8-40	0.037067569	185.5789144	1.787229812	13490160.68	823.374065	0.045941796	0.181601623	0.310679258	44	k-means++	300	10	auto
g2-8-40	0.005248706	181.3939458	1.769713081	13482834.46	822.9269079	0.044961935	0.180493645	0.309159408	45	k-means++	300	10	auto
g2-8-40	0.014633209	178.7598537	1.781201149	13393123.54	817.4513882	0.043572364	0.179191883	0.307355265	46	k-means++	300	10	auto
g2-8-40	-0.000569481	175.8968816	1.777121794	13325335.23	813.3139181	0.043403323	0.178587836	0.306559592	47	k-means++	300	10	auto
g2-8-40	0.001962007	173.57319	1.775652586	13232554.53	807.6510335	0.042157005	0.177369799	0.304869973	48	k-means++	300	10	auto
g2-8-40	0.027549666	172.0055594	1.756573435	13100418.38	799.5860828	0.04105203	0.176261643	0.303336559	49	k-means++	300	10	auto
g2-8-40	0.027696106	168.9024851	1.773013255	13069708.01	797.7116707	0.041266913	0.175832461	0.30279028	50	k-means++	300	10	auto
g2-8-40	0.035052123	150.1210247	1.744380334	12319711.45	751.9355136	0.033796607	0.167171773	0.290838948	60	k-means++	300	10	auto
g2-8-40	-0.015543	134.8724526	1.756994916	11780802.6	719.0431276	0.028818919	0.160558446	0.281739299	70	k-means++	300	10	auto
g2-8-40	-0.014133698	123.6209459	1.713003906	11271879.1	687.9809018	0.025411309	0.155331515	0.274606215	80	k-means++	300	10	auto
g2-8-40	-0.035592782	123.6149387	1.711399627	11272334.99	688.0087272	0.025599464	0.155152131	0.274260351	80	k-means++	300	10	auto
g2-8-40	-0.015555631	106.5945622	1.671682213	10472933.37	639.2171248	0.020296053	0.146899152	0.263190198	100	k-means++	300	10	auto
g2-8-40	-0.020512608	100.4298355	1.661786254	10108661.94	616.9837611	0.018563584	0.143675616	0.25896605	110	k-means++	300	10	auto
g2-8-40	-0.030807742	94.44944995	1.628744186	9840644.647	600.6252836	0.017203584	0.140846859	0.255330389	120	k-means++	300	10	auto
g2-8-40	-0.045165687	90.01191652	1.614049824	9527632.514	581.5205392	0.015934312	0.138026424	0.251607069	130	k-means++	300	10	auto
g2-8-70	0.29615255	1085.974707	1.331002462	80438585.37	4909.581627	0.925242149	0.865388967	0.865486727	2	k-means++	300	10	auto
g2-8-70	0.176819703	621.9068215	2.422240993	76565141.26	4673.16536	0.677023174	0.552941464	0.665850096	3	k-means++	300	10	auto
g2-8-70	0.082960714	470.9707509	2.969395949	72806535.41	4443.758265	0.459134627	0.42771546	0.570623378	4	k-means++	300	10	auto
g2-8-70	0.080280318	388.1529414	2.675144001	69963675.19	4270.243847	0.351605658	0.353629067	0.494298123	5	k-means++	300	10	auto
g2-8-70	0.083572071	334.8742529	2.579381567	67657147.81	4129.464588	0.301460116	0.323902104	0.467701459	6	k-means++	300	10	auto
g2-8-70	0.071885643	300.2854639	2.416092542	65400658.44	3991.739407	0.255055043	0.301565123	0.445286419	7	k-means++	300	10	auto
g2-8-70	0.070072633	273.652171	2.294375604	63503646.13	3875.954964	0.223883071	0.280850354	0.421633288	8	k-means++	300	10	auto
g2-8-70	0.083735979	253.8372931	2.211215714	61692454.2	3765.408581	0.193094216	0.263779593	0.40185009	9	k-means++	300	10	auto
g2-8-70	0.067665957	233.6253482	2.235949156	60605912.18	3699.091319	0.177736876	0.256357205	0.394991482	10	k-means++	300	10	auto
g2-8-70	0.078167538	222.0992793	2.122648997	58906490.33	3595.366841	0.15682044	0.24280884	0.377819029	11	k-means++	300	10	auto
g2-8-70	0.066615085	206.7825199	2.106484177	58158917.24	3549.738601	0.151601391	0.235113314	0.368675683	12	k-means++	300	10	auto
g2-8-70	0.062196031	197.495782	2.063548569	56885362.8	3472.007007	0.137900745	0.23058043	0.364074	13	k-means++	300	10	auto
g2-8-70	0.079146622	188.4397875	2.053574834	55858564.86	3409.336234	0.127457346	0.223132224	0.354754221	14	k-means++	300	10	auto
g2-8-70	0.053871961	180.0693125	2.046783327	54969807.84	3355.09081	0.115933021	0.21522428	0.344121994	15	k-means++	300	10	auto
g2-8-70	0.037686266	172.1347226	2.033867178	54227701.05	3309.796206	0.109925352	0.212389155	0.341294526	16	k-means++	300	10	auto
g2-8-70	0.054336219	166.2699996	1.946870108	53307940.88	3253.658501	0.103792858	0.20551153	0.331816347	17	k-means++	300	10	auto
g2-8-70	0.073781129	160.6533273	1.994071177	52500710.04	3204.389041	0.097965404	0.203356372	0.329689315	18	k-means++	300	10	auto
g2-8-70	0.066419862	154.8354356	1.939238824	51876324.42	3166.279567	0.095868063	0.20043958	0.326117026	19	k-means++	300	10	auto
g2-8-70	0.049604613	149.9806658	1.924692864	51195984.95	3124.754941	0.089479915	0.196216239	0.320584543	20	k-means++	300	10	auto
g2-8-70	0.056077748	145.1097	1.919305261	50635473.87	3090.544059	0.08668263	0.195174966	0.319769363	21	k-means++	300	10	auto
g2-8-70	0.050829568	142.4787105	1.882471054	49714290.42	3034.319483	0.082431302	0.193019805	0.317358657	22	k-means++	300	10	auto
g2-8-70	0.047943347	137.7420534	1.886393324	49323396.21	3010.461194	0.078216899	0.188638379	0.311122998	23	k-means++	300	10	auto
g2-8-70	0.039473797	134.4275186	1.858416013	48715952.27	2973.385759	0.074810462	0.186312133	0.308105403	24	k-means++	300	10	auto
g2-8-70	0.049829204	131.4865077	1.857731704	48101006.94	2935.852474	0.072974492	0.185501567	0.307504491	25	k-means++	300	10	auto
g2-8-70	0.038570239	127.5124183	1.874526833	47789916.23	2916.865004	0.070838764	0.18376599	0.305347115	26	k-means++	300	10	auto
g2-8-70	0.031409245	124.5692405	1.8282525	47312304.57	2887.713902	0.064992025	0.176113826	0.293553875	27	k-means++	300	10	auto
g2-8-70	0.044618298	121.3178185	1.856090889	46969375.62	2866.78318	0.065042426	0.178408866	0.297961499	28	k-means++	300	10	auto
g2-8-70	0.063990145	119.7168696	1.841808592	46286288.48	2825.090849	0.062223335	0.176246941	0.295005676	29	k-means++	300	10	auto
g2-8-70	0.028371531	117.4509196	1.845188803	45811275.48	2796.098357	0.059763329	0.175146022	0.293744545	30	k-means++	300	10	auto
g2-8-70	0.03685472	115.3957647	1.81853513	45330625.36	2766.761802	0.058536966	0.171476465	0.28813342	31	k-means++	300	10	auto
g2-8-70	0.044295234	112.6531464	1.823800892	45066529.99	2750.6427	0.056499668	0.171855115	0.28932955	32	k-means++	300	10	auto
g2-8-70	0.042559048	109.8780204	1.822769441	44858096.83	2737.920949	0.055485311	0.170234593	0.287071019	33	k-means++	300	10	auto
g2-8-70	0.032796743	108.2268663	1.836769793	44399235.69	2709.914288	0.053422221	0.170624898	0.288273376	34	k-means++	300	10	auto
g2-8-70	0.036666683	106.934711	1.831172663	43879951.79	2678.219714	0.051692741	0.168461109	0.285108901	35	k-means++	300	10	auto
g2-8-70	0.045845942	104.9282694	1.809501802	43582642.05	2660.073367	0.049714581	0.163602004	0.277316525	36	k-means++	300	10	auto
g2-8-70	0.018948971	103.0843537	1.787523052	43275138.88	2641.304863	0.048320787	0.164480172	0.279281665	37	k-means++	300	10	auto
g2-8-70	0.036279103	101.2956867	1.805791351	42983911.43	2623.529751	0.047757866	0.162928171	0.277078113	38	k-means++	300	10	auto
g2-8-70	0.043461514	99.65951518	1.81943434	42679958.37	2604.977928	0.04583372	0.160067826	0.272682202	39	k-means++	300	10	auto
g2-8-70	0.040363551	98.52543774	1.798164494	42261835.42	2579.457728	0.046394864	0.162885607	0.27766838	40	k-means++	300	10	auto
g2-8-70	0.03974802	96.45633052	1.797740491	42134480.82	2571.684621	0.045829187	0.162737226	0.277778951	41	k-means++	300	10	auto
g2-8-70	0.01427104	95.36376869	1.795782877	41752845.64	2548.391458	0.042750832	0.157698247	0.269713822	42	k-means++	300	10	auto
g2-8-70	0.024722818	94.38413819	1.771315851	41359959.42	2524.411586	0.042859256	0.15852122	0.271402282	43	k-means++	300	10	auto
g2-8-70	0.034200031	92.39009799	1.77490833	41286484.87	2519.927055	0.040880624	0.156996329	0.269218738	44	k-means++	300	10	auto
g2-8-70	0.024572292	91.7042505	1.766130861	40847531.39	2493.135461	0.040133662	0.154538643	0.265387547	45	k-means++	300	10	auto
g2-8-70	0.019447675	90.15511399	1.772081711	40685680.66	2483.256876	0.039354181	0.155524097	0.267364509	46	k-means++	300	10	auto
g2-8-70	0.034965539	89.37448348	1.759422553	40311105.53	2460.394624	0.039079875	0.154590731	0.266072512	47	k-means++	300	10	auto
g2-8-70	0.021009462	88.27387928	1.759598447	40050833.74	2444.508895	0.038188779	0.155265019	0.267516634	48	k-means++	300	10	auto
g2-8-70	0.006683527	87.69559218	1.769170638	39647056.96	2419.864316	0.036444343	0.150555789	0.259841687	49	k-means++	300	10	auto
g2-8-70	0.037893767	86.46572577	1.771334568	39459226.34	2408.400045	0.036667381	0.152933015	0.264112825	50	k-means++	300	10	auto
g2-8-70	-0.006805231	77.25936914	1.766047533	37393604.71	2282.324506	0.030192931	0.14597804	0.254770388	60	k-means++	300	10	auto
g2-8-70	0.021421825	70.25369691	1.704825308	35683589.42	2177.953456	0.026405949	0.140764172	0.247805326	70	k-means++	300	10	auto
g2-8-70	-0.045400008	64.81997732	1.671840163	34184619.22	2086.463576	0.022841458	0.135656776	0.240830812	80	k-means++	300	10	auto
g2-8-70	-0.041790204	64.80916904	1.721413162	34188737.31	2086.714924	0.022696549	0.133842137	0.237671099	80	k-means++	300	10	auto
g2-8-70	-0.015052559	57.01919251	1.653713855	31590631.69	1928.139141	0.018713623	0.12800032	0.230483219	100	k-means++	300	10	auto
g2-8-70	-0.022384067	53.38671637	1.653674794	30762987.4	1877.623743	0.016972342	0.126369192	0.228985446	110	k-means++	300	10	auto
g2-8-70	-0.026470172	51.14868948	1.632335949	29620823.1	1807.911566	0.015666767	0.123394688	0.22503799	120	k-means++	300	10	auto
g2-8-70	0.00463451	48.40444972	1.629033361	28934754.01	1766.037232	0.014171024	0.122215167	0.224172837	130	k-means++	300	10	auto
g2-8-80	0.277598262	873.6091852	1.48521729	101879278.4	6218.217673	0.860622983	0.775717763	0.775801087	2	k-means++	300	10	auto
g2-8-80	0.146585831	523.8021689	2.337613322	96133311.7	5867.5117	0.563574947	0.473232222	0.576877239	3	k-means++	300	10	auto
g2-8-80	0.113276081	396.3359445	2.665236543	91913558.87	5609.958427	0.414429843	0.382300966	0.507779649	4	k-means++	300	10	auto
g2-8-80	0.099847442	330.9040842	2.661656	88222567.37	5384.678184	0.332250421	0.318687588	0.445437761	5	k-means++	300	10	auto
g2-8-80	0.090731805	289.8385444	2.506161554	85032875.61	5189.994849	0.270091703	0.289543323	0.418038999	6	k-means++	300	10	auto
g2-8-80	0.08668444	260.6296252	2.389023581	82313195.68	5023.99876	0.231732594	0.2673286	0.394832104	7	k-means++	300	10	auto
g2-8-80	0.083810148	236.6647873	2.262594082	80228075.31	4896.733112	0.200508325	0.246217166	0.369623261	8	k-means++	300	10	auto
g2-8-80	0.09210668	218.6578791	2.261268563	78249586.58	4775.975743	0.178843113	0.232038325	0.353744529	9	k-means++	300	10	auto
g2-8-80	0.085790199	205.9488884	2.179112409	76135575.24	4646.946731	0.160898319	0.223663621	0.344803094	10	k-means++	300	10	auto
g2-8-80	0.090257675	193.3084393	2.149134664	74592685.36	4552.776206	0.14599743	0.213251456	0.331957015	11	k-means++	300	10	auto
g2-8-80	0.070375918	182.8313033	2.104715179	73136476.33	4463.89626	0.134425477	0.203877516	0.319948316	12	k-means++	300	10	auto
g2-8-80	0.079982127	175.8435036	2.016205074	71372686.44	4356.243069	0.124215626	0.204629744	0.323488453	13	k-means++	300	10	auto
g2-8-80	0.060280403	168.4940645	2.011494102	69998465.35	4272.36727	0.11498161	0.194008678	0.308683789	14	k-means++	300	10	auto
g2-8-80	0.07346786	161.5359116	1.969531463	68822341.48	4200.582366	0.107422053	0.191006683	0.305667517	15	k-means++	300	10	auto
g2-8-80	0.072505017	154.9672901	1.934782287	67809416.15	4138.75831	0.100425151	0.184611725	0.29703451	16	k-means++	300	10	auto
g2-8-80	0.066518183	150.0624487	1.925088719	66621622.31	4066.261127	0.094131873	0.185273315	0.299358086	17	k-means++	300	10	auto
g2-8-80	0.066135318	144.5558789	1.920709646	65765991.64	4014.037576	0.086374698	0.17775046	0.288572655	18	k-means++	300	10	auto
g2-8-80	0.067926803	139.3241807	1.914127489	65018057.49	3968.387298	0.084944926	0.17567392	0.28616705	19	k-means++	300	10	auto
g2-8-80	0.076957261	135.122068	1.920302445	64158944.45	3915.951199	0.080194047	0.176377211	0.288400594	20	k-means++	300	10	auto
g2-8-80	0.046734992	131.2461012	1.915729032	63347032.37	3866.396019	0.076250749	0.168968487	0.277265307	21	k-means++	300	10	auto
g2-8-80	0.061466515	128.3701051	1.880163405	62379136.91	3807.320368	0.073104041	0.168774758	0.277878405	22	k-means++	300	10	auto
g2-8-80	0.068450358	125.5532296	1.860891687	61496589.87	3753.453972	0.068117536	0.163693363	0.270362298	23	k-means++	300	10	auto
g2-8-80	0.041532801	121.6404801	1.86653754	61025659.07	3724.710637	0.067489856	0.163694563	0.27106319	24	k-means++	300	10	auto
g2-8-80	0.054731044	118.7587552	1.898908639	60351170.39	3683.543115	0.062528077	0.159728755	0.265305201	25	k-means++	300	10	auto
g2-8-80	0.053701189	117.1802969	1.799050684	59367487.4	3623.50387	0.061467136	0.156508139	0.260637576	26	k-means++	300	10	auto
g2-8-80	0.048616611	113.9006515	1.865307437	58970009.55	3599.243747	0.057892001	0.154560479	0.258007075	27	k-means++	300	10	auto
g2-8-80	0.055986262	110.4402785	1.851844247	58711395.08	3583.459172	0.057283629	0.157426377	0.263311864	28	k-means++	300	10	auto
g2-8-80	0.052678225	109.0646936	1.815794079	57861881.69	3531.60899	0.055455452	0.155439497	0.260568969	29	k-means++	300	10	auto
g2-8-80	0.042654841	106.9377299	1.827452767	57309221.85	3497.87731	0.053480459	0.154337337	0.259231751	30	k-means++	300	10	auto
g2-8-80	0.051555418	104.4979768	1.807735005	56916752.48	3473.922881	0.052963038	0.154221336	0.259527738	31	k-means++	300	10	auto
g2-8-80	0.045514964	103.0903298	1.827613857	56235132.08	3432.320073	0.050236921	0.148079225	0.249763041	32	k-means++	300	10	auto
g2-8-80	0.059428976	101.1115456	1.799755153	55792213.81	3405.286487	0.049298604	0.151289567	0.255560774	33	k-means++	300	10	auto
g2-8-80	0.02791924	99.3501632	1.812795192	55322144.49	3376.595733	0.047016008	0.145654079	0.246659121	34	k-means++	300	10	auto
g2-8-80	0.059173178	98.52257383	1.770450122	54570729.22	3330.732985	0.045909988	0.146062465	0.24771086	35	k-means++	300	10	auto
g2-8-80	0.034701678	95.72078575	1.784337229	54549112.95	3329.413632	0.044538529	0.143679423	0.244105038	36	k-means++	300	10	auto
g2-8-80	0.040692234	94.61087254	1.799106906	53970802.48	3294.116362	0.042957114	0.143720979	0.244533494	37	k-means++	300	10	auto
g2-8-80	0.060422273	92.82949712	1.802453091	53669523.63	3275.727761	0.04222247	0.142676905	0.243123895	38	k-means++	300	10	auto
g2-8-80	0.032965762	91.43557645	1.776830413	53262669.59	3250.895361	0.041758796	0.143298172	0.24452791	39	k-means++	300	10	auto
g2-8-80	0.021990623	89.54214189	1.792721072	53075566.38	3239.475487	0.040353806	0.141647479	0.242130872	40	k-means++	300	10	auto
g2-8-80	-0.007270752	88.69586056	1.778081749	52526831.75	3205.983383	0.039606115	0.139643613	0.239020768	41	k-means++	300	10	auto
g2-8-80	0.024361043	87.41831564	1.783679378	52168980.06	3184.14185	0.039024951	0.142677241	0.244492769	42	k-means++	300	10	auto
g2-8-80	0.026046041	86.88127976	1.715243734	51554012.04	3146.60718	0.03791245	0.140504932	0.24112562	43	k-means++	300	10	auto
g2-8-80	0.044313235	84.98434089	1.764014292	51489023.24	3142.640579	0.03706598	0.140758592	0.241893013	44	k-means++	300	10	auto
g2-8-80	0.05618035	83.91768678	1.806158108	51128532.92	3120.637996	0.036372557	0.139184433	0.239510006	45	k-means++	300	10	auto
g2-8-80	0.028161937	83.28737002	1.729902454	50618158.67	3089.487223	0.035723867	0.137295657	0.236618984	46	k-means++	300	10	auto
g2-8-80	0.0207458	82.4626879	1.753507498	50205614.78	3064.307543	0.034736487	0.136893911	0.236194044	47	k-means++	300	10	auto
g2-8-80	0.006384084	81.10833265	1.754787521	50026773.62	3053.391944	0.033839784	0.136237357	0.235339637	48	k-means++	300	10	auto
g2-8-80	0.01917922	80.26386967	1.748497684	49663604.36	3031.225852	0.032926761	0.13589031	0.235015744	49	k-means++	300	10	auto
g2-8-80	0.016700419	78.93709775	1.781036636	49518156.01	3022.348389	0.032904676	0.133086895	0.230472223	50	k-means++	300	10	auto
g2-8-80	0.030238182	71.08048096	1.728279567	46753056.53	2853.58011	0.027643499	0.129289002	0.226288974	60	k-means++	300	10	auto
g2-8-80	0.023260365	65.37088704	1.647608864	44318068.62	2704.960243	0.024422243	0.127818895	0.225673569	70	k-means++	300	10	auto
g2-8-80	0.003540254	60.44988263	1.676044316	42426974.33	2589.537007	0.020547772	0.120344213	0.214485958	80	k-means++	300	10	auto
g2-8-80	0.017462494	59.93480054	1.677887915	42684538.92	2605.257502	0.020958232	0.119684266	0.213353119	80	k-means++	300	10	auto
g2-8-80	-0.003669058	53.26736614	1.635788799	39216455.51	2393.582489	0.016881578	0.117907908	0.21308861	100	k-means++	300	10	auto
g2-8-80	-0.016331262	49.99214355	1.640967363	38140131.01	2327.888855	0.015107004	0.113039477	0.205923239	110	k-means++	300	10	auto
g2-8-80	0.01393896	47.73306126	1.617184276	36840719.52	2248.579072	0.013995171	0.111065547	0.203673267	120	k-means++	300	10	auto
g2-8-80	0.006805759	45.55827695	1.611978393	35771442.01	2183.315552	0.013379837	0.110083888	0.203082504	130	k-means++	300	10	auto
g2-8-90	0.216387912	687.4928499	1.670677518	131040803.3	7998.095905	0.770648499	0.668456076	0.668584206	2	k-means++	300	10	auto
g2-8-90	0.109032602	417.6484056	2.530894723	124301942.8	7586.788501	0.496872522	0.407953238	0.497980941	3	k-means++	300	10	auto
g2-8-90	0.078039929	325.7712224	2.869536878	118441510.1	7229.096073	0.365942218	0.319484511	0.426018613	4	k-means++	300	10	auto
g2-8-90	0.083095931	272.3343613	2.682918441	114187531.4	6969.453818	0.288685994	0.271392143	0.379715451	5	k-means++	300	10	auto
g2-8-90	0.091619666	240.6658291	2.528580835	110157950.5	6723.507721	0.247892832	0.244066263	0.352177937	6	k-means++	300	10	auto
g2-8-90	0.078899822	218.9032031	2.402142555	106523279.1	6501.664982	0.198203037	0.216104921	0.319369281	7	k-means++	300	10	auto
g2-8-90	0.075955201	199.4311018	2.36321756	103942613.7	6344.153666	0.181413876	0.207399954	0.311897672	8	k-means++	300	10	auto
g2-8-90	0.065044828	187.7158794	2.261358244	100819290.8	6153.521169	0.153623275	0.188484277	0.287594135	9	k-means++	300	10	auto
g2-8-90	0.072308854	176.4201953	2.171373275	98405954.84	6006.22283	0.140602321	0.185505841	0.286265005	10	k-means++	300	10	auto
g2-8-90	0.069871142	166.1129675	2.155753958	96433460.79	5885.831347	0.12704928	0.177584832	0.276692287	11	k-means++	300	10	auto
g2-8-90	0.059634081	157.6960195	2.079153856	94532184.82	5769.786671	0.114310775	0.171626286	0.269744894	12	k-means++	300	10	auto
g2-8-90	0.076605467	151.9630103	2.022658087	92333319.99	5635.578613	0.106757856	0.167446826	0.265079415	13	k-means++	300	10	auto
g2-8-90	0.073243145	145.8179556	1.995880188	90618687.82	5530.92577	0.103403688	0.17170558	0.273467207	14	k-means++	300	10	auto
g2-8-90	0.063610595	140.4095091	1.958084276	89008978.63	5432.676918	0.09654814	0.167234949	0.26783656	15	k-means++	300	10	auto
g2-8-90	0.056433817	135.1319407	1.962231424	87644717.79	5349.409045	0.090320436	0.158952495	0.255869152	16	k-means++	300	10	auto
g2-8-90	0.061909073	131.0762584	1.921630392	86132278.36	5257.097068	0.083718221	0.155642732	0.25191096	17	k-means++	300	10	auto
g2-8-90	0.069907364	126.2321869	1.88183338	85105945.52	5194.454683	0.076477129	0.146304697	0.237900087	18	k-means++	300	10	auto
g2-8-90	0.062253339	122.3187999	1.893573779	83962378.8	5124.656909	0.080522838	0.154816941	0.2524121	19	k-means++	300	10	auto
g2-8-90	0.057909467	119.3226656	1.9187107	82662860.9	5045.340631	0.072298681	0.149069837	0.244180271	20	k-means++	300	10	auto
g2-8-90	0.060660357	115.7013824	1.86003651	81748549.65	4989.535501	0.070028777	0.150090604	0.246604261	21	k-means++	300	10	auto
g2-8-90	0.056937431	113.1673405	1.866366044	80567064.46	4917.423368	0.064714644	0.144216473	0.237801182	22	k-means++	300	10	auto
g2-8-90	0.061145325	109.0391218	1.874904438	80138728.18	4891.279796	0.062999124	0.142025538	0.234957131	23	k-means++	300	10	auto
g2-8-90	0.074880459	107.7479252	1.866964088	78705369.86	4803.794547	0.059486586	0.138178518	0.229298763	24	k-means++	300	10	auto
g2-8-90	0.055602932	104.7865618	1.844767145	78048035.48	4763.674041	0.056497631	0.132981699	0.221302115	25	k-means++	300	10	auto
g2-8-90	0.056040156	101.9566101	1.871736322	77445616.56	4726.905308	0.055125227	0.136478407	0.227635958	26	k-means++	300	10	auto
g2-8-90	0.051241907	100.8412535	1.844904752	76207621.49	4651.344085	0.054618978	0.139738853	0.233534915	27	k-means++	300	10	auto
g2-8-90	0.045992364	97.68015033	1.815531425	75932909.63	4634.577004	0.049693946	0.129204654	0.216678868	28	k-means++	300	10	auto
g2-8-90	0.033114384	96.02925979	1.834135719	75081924.5	4582.636993	0.04983025	0.136211857	0.228738186	29	k-means++	300	10	auto
g2-8-90	0.027679746	94.56824936	1.814384906	74214599.26	4529.699662	0.048211359	0.132058025	0.222289346	30	k-means++	300	10	auto
g2-8-90	0.036142513	92.09312951	1.857463207	73878078.01	4509.160035	0.047905658	0.134360057	0.226577115	31	k-means++	300	10	auto
g2-8-90	0.037270803	90.39514466	1.838903493	73252104.07	4470.953618	0.04558215	0.134671887	0.22753113	32	k-means++	300	10	auto
g2-8-90	0.044944299	88.6622025	1.825620471	72703625.56	4437.477146	0.042519228	0.125846686	0.213205349	33	k-means++	300	10	auto
g2-8-90	0.038035244	86.85784406	1.784777182	72248863.23	4409.720656	0.041700003	0.126912691	0.215412023	34	k-means++	300	10	auto
g2-8-90	0.064648028	86.34191439	1.785905864	71216082.79	4346.684741	0.040342683	0.12397871	0.21088692	35	k-means++	300	10	auto
g2-8-90	0.019403599	84.99961036	1.801240737	70633163.11	4311.106147	0.04130569	0.130298305	0.221693321	36	k-means++	300	10	auto
g2-8-90	0.028188307	83.25749903	1.76412459	70298037.2	4290.651685	0.03935874	0.128998821	0.219843013	37	k-means++	300	10	auto
g2-8-90	0.026507961	83.09953392	1.796787306	69207164.42	4224.070094	0.038197662	0.124379395	0.212538862	38	k-means++	300	10	auto
g2-8-90	0.022167033	80.86420621	1.778474242	69211430.09	4224.33045	0.036173193	0.122053463	0.208972295	39	k-means++	300	10	auto
g2-8-90	0.031315722	79.76476614	1.784954699	68677141.59	4191.720068	0.03618432	0.121651825	0.20855607	40	k-means++	300	10	auto
g2-8-90	0.031608452	79.12332045	1.776335211	67938093.78	4146.612169	0.034811816	0.120657452	0.20720685	41	k-means++	300	10	auto
g2-8-90	0.027240205	77.19890117	1.784846453	67914457.69	4145.169537	0.033990244	0.120166121	0.206678212	42	k-means++	300	10	auto
g2-8-90	0.008809374	76.52604306	1.811748352	67257099.4	4105.047571	0.033065793	0.118742695	0.204537268	43	k-means++	300	10	auto
g2-8-90	0.042435369	75.17734992	1.764659468	66998490.07	4089.26331	0.033182808	0.119420743	0.205928095	44	k-means++	300	10	auto
g2-8-90	0.031549106	73.97631335	1.785784698	66693377.83	4070.640737	0.032319389	0.120630603	0.208227437	45	k-means++	300	10	auto
g2-8-90	0.037561398	73.24409179	1.76189028	66156463.25	4037.870072	0.03154772	0.118277071	0.204499085	46	k-means++	300	10	auto
g2-8-90	0.04734238	72.3007833	1.7735994	65765271.82	4013.993641	0.030621345	0.117508949	0.20344406	47	k-means++	300	10	auto
g2-8-90	0.033042057	71.66063176	1.755548467	65227739.45	3981.185269	0.029652829	0.114543704	0.1987004	48	k-means++	300	10	auto
g2-8-90	-0.00628617	70.26042527	1.783449239	65153243.4	3976.638391	0.030413227	0.118529321	0.205674787	49	k-means++	300	10	auto
g2-8-90	0.01128155	69.81754079	1.738074981	64549134.59	3939.766516	0.029251194	0.114936108	0.199804999	50	k-means++	300	10	auto
g2-8-90	-0.030114314	63.12452231	1.725321324	60928526.13	3718.782112	0.024466488	0.113953828	0.200196907	60	k-means++	300	10	auto
g2-8-90	0.017097549	58.2511185	1.688708698	57741412.68	3524.256145	0.020624951	0.10888898	0.193271736	70	k-means++	300	10	auto
g2-8-90	-0.016108801	53.59700692	1.687728402	55552133.08	3390.633123	0.018882978	0.104403439	0.187108974	80	k-means++	300	10	auto
g2-8-90	-0.008010524	53.25956981	1.708388236	55791932.5	3405.269318	0.018750095	0.107436119	0.192347613	80	k-means++	300	10	auto
g2-8-90	-0.023198088	47.15309882	1.664657658	51546837.31	3146.169269	0.015070693	0.101357125	0.184507458	100	k-means++	300	10	auto
g2-8-90	-0.001518264	44.58979983	1.639870065	49908332.73	3046.162886	0.013365863	0.097925494	0.17975766	110	k-means++	300	10	auto
g2-8-90	0.011011267	42.41860542	1.629280005	48387255.97	2953.323729	0.012359024	0.095980486	0.177513881	120	k-means++	300	10	auto
g2-8-90	-0.021194968	40.6667287	1.598759864	46871774.98	2860.82611	0.011672987	0.095644125	0.178014749	130	k-means++	300	10	auto
s1	0.715424816	22675.25398	0.366516571	8.91762E+12	891761561.7	0.98679904	0.986552635	0.986659746	15	k-means++	300	10	auto
s1	0.692618358	21776.37974	0.452025494	8.66938E+12	866938305.1	0.97479124	0.973080822	0.979360838	16	k-means++	300	10	auto
s1	0.643620404	21009.40919	0.559329007	8.42588E+12	842587745.4	0.950753104	0.953167696	0.968914389	17	k-means++	300	10	auto
s1	0.633656791	20309.50651	0.638457213	8.2048E+12	820479647	0.935243055	0.941662366	0.964878119	18	k-means++	300	10	auto
s1	0.624833874	19691.75216	0.700795578	7.99338E+12	799337642	0.922691705	0.928382469	0.956456435	19	k-means++	300	10	auto
s1	0.597521581	19068.03136	0.736585431	7.8213E+12	782130039.1	0.906600657	0.916573364	0.950642334	20	k-means++	300	10	auto
s1	0.549177167	18557.93826	0.833624909	7.63534E+12	763533960.4	0.877371507	0.898249444	0.940798974	21	k-means++	300	10	auto
s1	0.549828016	18291.08264	0.870452633	7.37988E+12	737988379.8	0.868029781	0.888306508	0.934934317	22	k-means++	300	10	auto
